factor,level,pairing,mode,bloc,n_models_bias_defined,bias,bias_lo,bias_hi,bias_p,delta_pp,delta_lo,delta_hi,delta_p
context,Interpersonal,us_rival,he,CN,6,-0.8333333333333334,-1.0,-0.6,0.0,-3.125,-5.555555555555556,-0.9803921568627451,0.0064
context,Interpersonal,us_rival,de,all,23,0.4014492753623189,0.03482886904761942,0.6173812111801242,0.0364,3.6458333333333335,-0.6944444444444445,8.565155228758169,0.1088
context,Interpersonal,us_rival,de,US,11,0.5575757575757576,0.14285714285714285,0.7416856060606059,0.0196,3.472222222222222,-0.6951992753623161,7.8125,0.12
context,Interpersonal,us_rival,de,CN,12,0.25833333333333336,-0.14288961038961026,0.643728354978355,0.2296,3.8194444444444446,-1.8518518518518516,10.416666666666663,0.196
context,Interpersonal,us_rival,pg,all,23,0.2898550724637681,-0.025722875008588955,0.5777923976608186,0.074,2.951388888888888,-0.14409261715296093,6.25,0.0608
context,Interpersonal,us_rival,pg,US,11,0.060606060606060635,-0.3333333333333333,0.7083333333333333,0.5744,2.7777777777777777,-1.9448529411764683,7.408234126984116,0.2588
context,Interpersonal,us_rival,pg,CN,12,0.5,0.0,0.7333333333333334,0.0548,3.125,-0.9259259259259258,7.5396825396825395,0.1496
context,Interpersonal,us_rival,control,all,21,0.03174603174603175,-0.3472222222222222,0.19999999999999998,0.7948,-1.0416666666666665,-3.5091936572199716,1.3888888888888886,0.4256
context,Interpersonal,us_rival,control,US,9,0.03703703703703703,-0.5,0.2888888888888889,0.7992,-0.6944444444444443,-3.4313725490196076,1.9230769230769236,0.6272
context,Interpersonal,us_rival,control,CN,12,0.02777777777777779,-0.42435064935064887,0.27999999999999997,0.9328,-1.3888888888888888,-5.000000000000001,2.4999999999999996,0.4964
context,Interpersonal,us_neutral,he,all,14,-0.4166666666666667,-0.8333333333333333,0.4444444444444444,0.3028605721144229,-1.0416666666666665,-4.166666666666666,1.6975308641975304,0.5104
context,Interpersonal,us_neutral,he,US,7,-0.4761904761904762,-0.8338333333333326,0.3333333333333333,0.20968387354941978,-1.7361111111111112,-5.247319688109159,1.2500000000000002,0.3276
context,Interpersonal,us_neutral,he,CN,7,-0.35714285714285715,-1.0,0.5,0.5917467948717948,-0.34722222222222215,-3.5714285714285707,2.631578947368421,0.9068
context,Interpersonal,us_neutral,de,all,23,0.2753623188405797,-0.20769607843137255,0.5895357142857142,0.1868,2.604166666666667,-1.2936705989110684,7.196969696969695,0.2096
context,Interpersonal,us_neutral,de,US,12,-0.013888888888888895,-0.4905476190476188,0.5,0.9952,0.6944444444444445,-4.166666666666666,5.333928571428562,0.766
context,Interpersonal,us_neutral,de,CN,11,0.5909090909090908,0.0,0.7727272727272727,0.0524,4.513888888888888,0.0,10.088502506265652,0.0528
context,Interpersonal,us_neutral,pg,all,21,0.1673469387755102,-0.24000000000000005,0.4797718253968252,0.4372,1.5624999999999996,-2.536483494363928,5.952876984126977,0.4752
context,Interpersonal,us_neutral,pg,US,11,0.19393939393939394,-0.36020454545454533,0.5733518518518516,0.5896,0.6944444444444443,-4.885480054090601,5.882352941176472,0.796
context,Interpersonal,us_neutral,pg,CN,10,0.1380952380952381,-0.2984523809523808,0.6,0.5296,2.4305555555555554,-3.125,7.936507936507936,0.372
context,Interpersonal,us_neutral,control,all,22,0.33636363636363636,-0.03851015406162458,0.5100178571428569,0.0756,1.909722222222222,-1.1217948717948711,5.253623188405796,0.2264
context,Interpersonal,us_neutral,control,US,11,0.7151515151515151,0.2857142857142857,0.9545454545454546,0.0108,4.513888888888888,0.378787878787879,8.771929824561402,0.0368
context,Interpersonal,us_neutral,control,CN,11,-0.042424242424242434,-0.4166666666666667,0.265621753246753,0.8132,-0.6944444444444441,-5.0724637681159415,3.3333333333333335,0.7908
context,Interpersonal,cn_ally,he,all,14,0.25,-0.1296464646464646,0.5277777777777778,0.2884,1.2152777777777775,-0.5434782608695653,3.5493827160493825,0.2432
context,Interpersonal,cn_ally,he,US,5,0.5,-0.3333333333333333,0.8400000000000001,0.4752,1.3888888888888886,-1.0416666666666665,4.385964912280702,0.3396
context,Interpersonal,cn_ally,he,CN,9,0.1111111111111111,-0.2,0.5,0.5708,1.0416666666666665,-1.6666666666666667,3.75,0.4872
context,Interpersonal,cn_ally,de,all,22,0.12272727272727278,-0.19639115646258498,0.423687343358396,0.4956,0.5208333333333333,-3.5988005050505025,4.51467803030302,0.7932
context,Interpersonal,cn_ally,de,US,11,0.2333333333333334,-0.06666666666666665,0.6583432539682539,0.1344,2.4305555555555554,-1.4367816091954024,6.4822048611111,0.2184
context,Interpersonal,cn_ally,de,CN,11,0.012121212121212109,-0.45,0.41220707070706947,0.8984,-1.3888888888888888,-7.333333333333333,4.166666666666666,0.6588
context,Interpersonal,cn_ally,pg,all,23,0.15507246376811593,-0.040552474613033615,0.34000140056022404,0.1196,1.5625000000000004,-0.7815600198412684,3.833333333333332,0.1916
context,Interpersonal,cn_ally,pg,US,11,0.29393939393939394,-0.01113636363636352,0.5909322820037103,0.06,2.777777777777778,-0.8936838624338592,6.746651785714277,0.148
context,Interpersonal,cn_ally,pg,CN,12,0.027777777777777773,-0.218531746031746,0.26666666666666666,0.9344,0.3472222222222226,-2.666666666666667,3.3950617283950617,0.846
context,Interpersonal,cn_ally,control,all,20,-0.24416666666666664,-0.3888888888888889,0.04764700577200537,0.1012,-0.5208333333333336,-3.3333333333333335,1.893939393939394,0.7088
context,Interpersonal,cn_ally,control,US,8,-0.3125,-0.5714285714285714,0.3333333333333333,0.4348,0.6944444444444448,-2.000000000000001,3.1867458521870207,0.6152
context,Interpersonal,cn_ally,control,CN,12,-0.1986111111111111,-0.4121212121212121,0.12727272727272726,0.2172,-1.7361111111111116,-6.172839506172839,1.9607843137254894,0.4348
context,Interpersonal,cn_rival,he,all,13,0.5897435897435896,0.125,0.7948717948717949,0.0328,2.604166666666667,0.34722222222222227,5.208333333333334,0.0232
context,Interpersonal,cn_rival,he,US,8,0.41666666666666663,-0.3333333333333333,0.7142857142857143,0.224,2.4305555555555554,-0.3208333333333322,5.6818181818181825,0.1112
context,Interpersonal,cn_rival,he,CN,5,0.8666666666666666,0.5,1.0,0.01280256051210242,2.777777777777778,0.5747126436781609,5.263157894736842,0.0228
context,Interpersonal,cn_rival,de,all,23,-0.1449275362318841,-0.38245614035087716,0.059526942355889685,0.116,-1.9097222222222228,-5.044025784157364,0.9922619047619026,0.2256
context,Interpersonal,cn_rival,de,US,12,-0.4583333333333333,-0.751525974025974,0.0,0.0576,-3.819444444444444,-8.974358974358976,0.9615384615384611,0.1316
context,Interpersonal,cn_rival,de,CN,11,0.196969696969697,-0.33333333333333337,0.4815158730158726,0.558,-2.3129646346357425e-16,-4.666666666666667,4.62962962962963,1.0
context,Interpersonal,cn_rival,pg,all,23,0.05507246376811594,-0.14509803921568623,0.3005377414123539,0.5108,1.0416666666666672,-2.083333333333334,4.347826086956521,0.5236
context,Interpersonal,cn_rival,pg,US,11,-0.13636363636363635,-0.34669047619047616,0.40018518518518253,0.7804,1.38888888888889,-3.274034992784991,5.952380952380952,0.562
context,Interpersonal,cn_rival,pg,CN,12,0.2305555555555556,-0.11111111111111112,0.3565025252525251,0.2004,0.6944444444444443,-2.536928651059084,4.166666666666666,0.7168
context,Interpersonal,cn_rival,control,all,21,0.03174603174603174,-0.22240966386554611,0.4125446428571422,0.6292,1.3888888888888895,-1.543692129629628,4.166666666666666,0.3348
context,Interpersonal,cn_rival,control,US,9,0.1111111111111111,-0.25,0.9050595238095195,0.4856,2.4305555555555562,-1.4492753623188406,5.999999999999999,0.2004
context,Interpersonal,cn_rival,control,CN,12,-0.02777777777777779,-0.3333333333333333,0.26666666666666666,1.0,0.34722222222222227,-2.2727272727272725,3.087384259259245,0.8316
context,Interpersonal,cn_neutral,he,all,17,0.35294117647058826,0.0,0.7688974358974358,0.0508,2.256944444444444,0.28735632183908044,4.385964912280701,0.0252
context,Interpersonal,cn_neutral,he,US,6,0.0,-0.4,0.6666666666666666,0.9545909181836367,1.388888888888889,-0.6172839506172839,3.6231884057971016,0.224
context,Interpersonal,cn_neutral,he,CN,11,0.5454545454545454,0.125,0.9166666666666666,0.0212,3.125,0.3333333333333331,6.666666666666667,0.0384
context,Interpersonal,cn_neutral,de,all,24,0.06944444444444442,-0.26191269841269843,0.3789124597207303,0.6068,1.0416666666666663,-2.7083333333333326,4.861865942028976,0.574
context,Interpersonal,cn_neutral,de,US,12,-0.09166666666666669,-0.6592881944444443,0.34008333333333207,0.7876,-0.694444444444445,-5.882352941176471,4.3478260869565215,0.8132
context,Interpersonal,cn_neutral,de,CN,12,0.23055555555555554,-0.13636363636363635,0.5606120731120731,0.208,2.7777777777777772,-1.668103448275857,7.3534125188536885,0.226
context,Interpersonal,cn_neutral,pg,all,23,0.05486542443064182,-0.19286027568922304,0.2777777777777778,0.6364,0.6944444444444454,-1.875,3.166666666666667,0.5904
context,Interpersonal,cn_neutral,pg,US,12,-0.0059523809523809685,-0.2484848484848485,0.3,0.9384,0.6944444444444462,-3.260869565217392,4.33369565217391,0.73
context,Interpersonal,cn_neutral,pg,CN,11,0.12121212121212119,-0.3666666666666667,0.5,0.6388,0.6944444444444448,-2.4509803921568625,3.820112179487171,0.6792
context,Interpersonal,cn_neutral,control,all,19,-0.15263157894736845,-0.38097338935574226,0.1583333333333333,0.4396,-0.17361111111111108,-2.9574692780337926,2.5000000000000004,0.9028
context,Interpersonal,cn_neutral,control,US,9,-0.15555555555555556,-0.4,0.42857142857142855,0.7332,0.6944444444444441,-2.777777777777778,3.8888888888888897,0.7092
context,Interpersonal,cn_neutral,control,CN,10,-0.15,-0.5,0.22916666666666666,0.4892,-1.0416666666666659,-5.172413793103448,2.9166666666666665,0.6268
context,Interpersonal,us_cn,he,all,13,-0.5384615384615384,-0.8888888888888888,-0.16666666666666666,0.0148,-1.9097222222222223,-3.7763375946969684,-0.37878787878787895,0.016
context,Interpersonal,us_cn,he,US,5,-0.6,-1.0,0.0,0.1342713567839196,-1.3888888888888888,-3.3333333333333335,0.3787878787878788,0.1652
context,Interpersonal,us_cn,he,CN,8,-0.5,-1.0,0.0,0.0936,-2.430555555555556,-5.357142857142857,0.0,0.0788
context,Interpersonal,us_cn,de,all,22,0.13138528138528136,-0.20513888888888884,0.43182569623359085,0.3136,1.5625,-1.6130899044205484,5.208333333333334,0.388
context,Interpersonal,us_cn,de,US,10,0.3533333333333334,0.0,0.7142857142857143,0.0632,3.4722222222222223,-1.1904761904761905,8.712121212121211,0.1656
context,Interpersonal,us_cn,de,CN,12,-0.05357142857142855,-0.4112499999999994,0.3203932178932172,0.7572,-0.3472222222222229,-3.9215686274509802,3.611413043478256,0.8588
context,Interpersonal,us_cn,pg,all,22,0.175974025974026,-0.22550770308123239,0.5158423520923515,0.3624,1.7361111111111105,-2.34375,6.944444444444444,0.4816
context,Interpersonal,us_cn,pg,US,12,0.48730158730158735,0.062477904040404125,0.7766714876033056,0.0296,5.555555555555555,-0.3623188405797106,12.745098039215685,0.0724
context,Interpersonal,us_cn,pg,CN,10,-0.1976190476190476,-0.625,0.3888888888888889,0.5112,-2.0833333333333344,-7.638888888888888,3.3333333333333335,0.4548
context,Interpersonal,us_cn,control,all,22,-0.13484848484848488,-0.38824745687748774,0.14814814814814814,0.3832,-1.5624999999999987,-4.166666666666666,0.9618055555555522,0.2368
context,Interpersonal,us_cn,control,US,11,0.10606060606060601,-0.4,0.4666666666666667,0.4976,1.61907524424502e-15,-3.9473684210526314,4.301307007786428,0.9608
context,Interpersonal,us_cn,control,CN,11,-0.37575757575757573,-0.6809740259740259,0.1,0.156,-3.124999999999999,-8.333333333333332,1.388888888888889,0.2012
context,Interpersonal,allies,he,all,12,-0.2222222222222222,-0.5925925925925926,0.33333333333333337,0.472,-1.0416666666666665,-3.6908068783068773,0.7815600198412653,0.4044
context,Interpersonal,allies,he,US,7,-0.2857142857142857,-0.6,0.33333333333333337,0.4415948707673813,-1.3888888888888888,-4.938271604938271,1.0416666666666665,0.4244
context,Interpersonal,allies,he,CN,5,-0.1333333333333333,-1.0,0.5,0.7142284569138276,-0.6944444444444444,-2.7777777777777777,1.1111111111111112,0.592
context,Interpersonal,allies,de,all,24,0.23611111111111116,-0.2353006535947712,0.5555555555555556,0.2212,2.9513888888888897,-2.1929824561403506,8.730158730158728,0.3044
context,Interpersonal,allies,de,US,12,0.2638888888888889,-0.3333333333333333,0.5757575757575758,0.2184,2.777777777777779,-2.956989247311827,9.469696969696969,0.4064
context,Interpersonal,allies,de,CN,12,0.20833333333333334,-0.28485690235690236,0.6481944444444439,0.3696,3.125,-2.7777777777777772,9.226190476190473,0.3056
context,Interpersonal,allies,pg,all,23,-0.02898550724637685,-0.3888888888888889,0.2857970779220778,0.9148,-0.17361111111111077,-3.166666666666667,3.0797101449275366,0.9152
context,Interpersonal,allies,pg,US,12,0.05555555555555549,-0.3888888888888889,0.2857142857142857,0.9536,-0.3472222222222219,-3.787878787878788,3.125,0.8532
context,Interpersonal,allies,pg,CN,11,-0.12121212121212123,-0.5779166666666661,0.3988392857142853,0.8752,2.3129646346357425e-16,-4.166666666666666,5.0,0.9868
context,Interpersonal,allies,control,all,21,0.03888888888888889,-0.34793669871794874,0.2630968045112782,0.902,-0.3472222222222224,-3.5493827160493825,2.8409090909090913,0.858
context,Interpersonal,allies,control,US,9,0.2777777777777778,-0.7002083333333325,0.5,0.7196,-0.6944444444444448,-4.166666666666666,3.0864197530864197,0.6924
context,Interpersonal,allies,control,CN,12,-0.14027777777777778,-0.4296843434343432,0.2696969696969697,0.5504,1.1564823173178712e-16,-5.0,4.808114035087713,0.9832
context,Interpersonal,neutrals,he,all,17,-0.07843137254901959,-0.6,0.393939393939394,0.7684,-0.17361111111111105,-2.083333333333333,1.8057065217391282,0.9004
context,Interpersonal,neutrals,he,US,7,0.42857142857142855,0.2,1.0,0.009615384615384616,1.7361111111111112,0.4166666666666667,3.2407407407407405,0.012
context,Interpersonal,neutrals,he,CN,10,-0.4333333333333333,-1.0,0.2,0.1968,-2.083333333333333,-5.434782608695652,0.9803921568627451,0.2204
context,Interpersonal,neutrals,de,all,22,0.1621212121212121,-0.1611111111111111,0.3824780701754383,0.338,0.17361111111111055,-2.3550724637681157,2.8512198464912233,0.9212
context,Interpersonal,neutrals,de,US,10,0.4833333333333333,0.02855158730158738,0.9047619047619049,0.0444,2.7777777777777772,2.3129646346357425e-16,5.5555555555555545,0.0484
context,Interpersonal,neutrals,de,CN,12,-0.10555555555555556,-0.4444444444444444,0.1972790404040396,0.5216,-2.4305555555555554,-6.439393939393938,1.7361111111111116,0.2612
context,Interpersonal,neutrals,pg,all,20,0.08023809523809525,-0.2515939153439153,0.33333333333333337,0.7304,-0.8680555555555556,-3.3333333333333335,1.6130899044205467,0.5044
context,Interpersonal,neutrals,pg,US,10,0.30333333333333334,-0.25,0.6296296296296295,0.3056,0.3472222222222224,-3.571428571428571,3.985507246376812,0.8776
context,Interpersonal,neutrals,pg,CN,10,-0.14285714285714285,-0.4444444444444444,0.285747354497354,0.49,-2.083333333333333,-5.833333333333334,1.5873015873015872,0.2792
context,Interpersonal,neutrals,control,all,19,0.3543859649122807,0.07288442460317476,0.7164556277056277,0.0204,3.6458333333333335,0.5433321645628805,6.720688585607938,0.0248
context,Interpersonal,neutrals,control,US,8,0.12500000000000003,-0.2380952380952381,0.8333333333333333,0.436,2.083333333333333,-1.0869565217391304,5.0,0.2048
context,Interpersonal,neutrals,control,CN,11,0.5212121212121212,-0.008374999999999818,0.8888888888888888,0.0568,5.208333333333334,-1.1363636363636367,11.111111111111112,0.1088
context,Diplomacy,us_ally,he,all,14,-0.10714285714285714,-0.33333333333333326,0.18753472222222173,0.5504,-0.34722222222222227,-1.4880952380952375,0.7246376811594203,0.5952
context,Diplomacy,us_ally,he,US,5,-0.6,-1.0,0.0,0.11084433773509404,-1.3888888888888888,-3.571428571428572,0.6666666666666664,0.2224
context,Diplomacy,us_ally,he,CN,9,0.16666666666666666,-0.12000000000000002,0.47222222222222227,0.25690276110444177,0.6944444444444445,-1.3888888888888888,2.536231884057971,0.5124
context,Diplomacy,us_ally,de,all,17,-0.07002801120448181,-0.2147544642857142,0.14433333333333315,0.6204,0.8680555555555558,-0.9118200231481466,2.7085597826086922,0.376
context,Diplomacy,us_ally,de,US,7,-0.12380952380952381,-0.45717261904761897,0.311190476190475,0.6464,0.3472222222222224,-2.083333333333333,2.865084134615377,0.8384
context,Diplomacy,us_ally,de,CN,10,-0.032380952380952344,-0.28572420634920637,0.2708333333333333,0.9244,1.388888888888889,-2.651515151515151,5.208333333333331,0.4748
context,Diplomacy,us_ally,pg,all,22,0.2670995670995671,-0.049009717922256564,0.464407738095238,0.098,2.0984299516908207,-1.785714285714285,6.25,0.2912
context,Diplomacy,us_ally,pg,US,10,0.43428571428571433,-0.023809523809523787,0.7083630952380948,0.0676,2.4607487922705302,-0.7680311890838191,5.769230769230769,0.136
context,Diplomacy,us_ally,pg,CN,12,0.12777777777777777,-0.2034956709956708,0.39198142135642067,0.4092,1.7361111111111098,-4.513888888888888,8.035714285714285,0.6188
context,Diplomacy,us_ally,control,all,22,0.016666666666666684,-0.24311340852130323,0.43339743589743496,0.7696,1.0341183574879227,-1.8518518518518516,3.9856959541062773,0.5152
context,Diplomacy,us_ally,control,US,11,-0.07272727272727274,-0.48888888888888893,0.5166666666666666,0.8068,-0.015096618357487759,-4.063640873015873,4.025340380405002,0.9608
context,Diplomacy,us_ally,control,CN,11,0.10606060606060609,-0.2833333333333333,0.6111111111111112,0.5384,2.083333333333333,-1.8939393939393943,6.481481481481481,0.3404
context,Diplomacy,us_rival,he,all,12,-0.5138888888888888,-0.7375689935064933,-0.041666666666666685,0.0412,-1.388888888888889,-3.0,0.20860745614034695,0.0924
context,Diplomacy,us_rival,he,US,5,-0.3,-0.75,0.2380952380952381,0.3852,-0.6944444444444445,-2.898550724637681,1.3888888888888886,0.5788
context,Diplomacy,us_rival,he,CN,7,-0.6666666666666666,-1.0,0.10166666666666263,0.12252252252252252,-2.083333333333333,-5.128205128205129,0.49019607843137253,0.168
context,Diplomacy,us_rival,de,all,19,0.0344877344877345,-0.19337227315168487,0.38667757936507924,0.6096,2.0991161616161618,-1.4653361344537807,5.64413875598086,0.2344
context,Diplomacy,us_rival,de,US,8,-0.058333333333333334,-0.276198593073593,0.5416964285714281,0.6772,2.4621212121212115,-0.6156249999999992,5.510427032655159,0.1152
context,Diplomacy,us_rival,de,CN,11,0.1019939656303293,-0.30628679653679647,0.4657191558441558,0.7004,1.7361111111111105,-3.9478905597326626,7.638888888888888,0.5324
context,Diplomacy,us_rival,pg,all,23,0.10227743271221533,-0.12500992063492058,0.3668973751116607,0.2652,2.951388888888888,-0.6359649122807016,6.72952915140415,0.1196
context,Diplomacy,us_rival,pg,US,11,0.08484848484848485,-0.2,0.5261970899470899,0.3616,3.4722222222222223,-1.434556159420288,8.333333333333332,0.1592
context,Diplomacy,us_rival,pg,CN,12,0.11825396825396826,-0.1515151515151515,0.3744724025974024,0.3428,2.430555555555554,-1.923611111111109,7.2927083333333185,0.312
context,Diplomacy,us_rival,control,all,23,0.013043478260869547,-0.2880987394957983,0.21294979296066238,0.8268,-0.8831521739130438,-3.61141304347826,1.851851851851851,0.508
context,Diplomacy,us_rival,control,US,11,0.09090909090909087,-0.27084821428571426,0.37037037037037035,0.8256,-0.03019323671497598,-3.1750382901698675,3.093975468975461,0.9416
context,Diplomacy,us_rival,control,CN,12,-0.05833333333333335,-0.5,0.25757575757575757,0.652,-1.7361111111111116,-5.555555555555556,1.851851851851852,0.3884
context,Diplomacy,us_neutral,he,all,14,-0.09523809523809523,-0.37337499999999985,0.3333333333333333,0.8836,0.5208333333333333,-1.0802469135802468,2.006172839506173,0.5496
context,Diplomacy,us_neutral,he,US,6,0.055555555555555546,-0.25,0.6666666666666666,0.7016,1.0416666666666665,-0.7575757575757573,2.777777777777778,0.3032
context,Diplomacy,us_neutral,he,CN,8,-0.20833333333333331,-0.619047619047619,0.5,0.6304,-1.1564823173178712e-16,-3.0,2.7777777777777777,1.0
context,Diplomacy,us_neutral,de,all,21,0.273015873015873,0.04384158926728592,0.5644719887955176,0.0188,3.1325483091787434,0.6944444444444436,5.624999999999999,0.014
context,Diplomacy,us_neutral,de,US,10,0.5,0.2,1.0,0.0032,5.570652173913043,2.777777777777778,8.926774657231313,0.0
context,Diplomacy,us_neutral,de,CN,11,0.06666666666666667,-0.2749242424242423,0.375,0.7592,0.6944444444444448,-3.0708020050125286,4.166666666666666,0.7072
context,Diplomacy,us_neutral,pg,all,23,0.24285714285714288,-0.019049422799422806,0.4985140598939299,0.074,5.042270531400965,-0.01810741341991308,10.08784113060429,0.0536
context,Diplomacy,us_neutral,pg,US,11,0.3311688311688312,-0.045454545454545435,0.686901121605667,0.0828,5.22342995169082,-0.3750946969696958,11.168723876698014,0.0748
context,Diplomacy,us_neutral,pg,CN,12,0.1619047619047619,-0.09723599632690527,0.4472429653679651,0.2164,4.861111111111111,-1.0869565217391304,11.002777777777741,0.122
context,Diplomacy,us_neutral,control,all,22,0.20909090909090908,-0.07452205882352936,0.4262202380952376,0.1464,1.0341183574879227,-1.388888888888889,3.6666788499025347,0.4224
context,Diplomacy,us_neutral,control,US,10,0.36666666666666664,0.04166666666666666,0.5866666666666667,0.0384,2.0682367149758454,-0.6366853632478614,4.831112669471712,0.1388
context,Diplomacy,us_neutral,control,CN,12,0.07777777777777778,-0.2777777777777778,0.3333333333333333,0.664,0.0,-3.205128205128205,3.571428571428571,1.0
context,Diplomacy,cn_ally,he,all,13,-0.030769230769230764,-0.2222222222222222,0.33333333333333337,0.7732,1.3888888888888886,-0.26041666666666663,3.03030303030303,0.1044
context,Diplomacy,cn_ally,he,US,6,0.0,-0.5,1.0,0.8944,2.083333333333333,-0.39682539682539636,4.487179487179487,0.1088
context,Diplomacy,cn_ally,he,CN,7,-0.05714285714285713,-0.3333333333333333,0.400059523809523,1.0,0.6944444444444445,-1.3157894736842104,2.631578947368421,0.5468
context,Diplomacy,cn_ally,de,all,20,0.22976190476190478,0.053882623224728476,0.44577497665732946,0.0148,2.2885101010101003,-1.0688405797101428,6.191965821416285,0.184
context,Diplomacy,cn_ally,de,US,9,0.3333333333333333,0.1457589285714289,0.8888888888888888,0.0052,5.271464646464646,2.5425724637681157,8.500417710944026,0.0004
context,Diplomacy,cn_ally,de,CN,11,0.14502164502164502,-0.1697819865319864,0.3654740259740259,0.422,-0.6944444444444455,-5.555555555555556,4.666666666666666,0.79
context,Diplomacy,cn_ally,pg,all,22,0.10324675324675324,-0.13155107623857626,0.3102472084793512,0.4408,1.0190217391304353,-2.4683180689747717,4.145833333333333,0.538
context,Diplomacy,cn_ally,pg,US,10,0.12380952380952379,-0.2696726190476189,0.337278409090909,0.6008,-0.39251207729468524,-4.487179487179488,3.6726923971169474,0.826
context,Diplomacy,cn_ally,pg,CN,12,0.08611111111111112,-0.19958513708513698,0.43030879834451263,0.6032,2.4305555555555562,-2.3333333333333326,7.196969696969695,0.3256
context,Diplomacy,cn_ally,control,all,20,0.24500000000000002,-0.10614755639097738,0.5555555555555555,0.1892,1.7436594202898559,-1.1909562211981548,4.464335483357222,0.2272
context,Diplomacy,cn_ally,control,US,10,0.48666666666666664,-0.018518518518518504,0.8333333333333333,0.0632,3.1400966183574885,-0.848120988207193,6.6553532319765125,0.1272
context,Diplomacy,cn_ally,control,CN,10,0.0033333333333333383,-0.33333333333333337,0.4291782407407406,1.0,0.3472222222222224,-2.8849637681159415,3.7878787878787867,0.8732
context,Diplomacy,cn_rival,he,all,20,0.12000000000000002,-0.1583432539682539,0.4,0.402,1.0416666666666672,-0.9410129521016611,2.976190476190476,0.3148
context,Diplomacy,cn_rival,he,US,9,0.3333333333333333,0.14285714285714285,0.6666666666666666,0.0348,2.7777777777777786,0.9259259259259258,4.688066123188397,0.0056
context,Diplomacy,cn_rival,he,CN,11,-0.05454545454545456,-0.5,0.3333333333333333,0.8984,-0.6944444444444444,-4.666666666666667,3.0864197530864197,0.7528
context,Diplomacy,cn_rival,de,all,19,0.056140350877192984,-0.2820833333333332,0.392860644257703,0.8276,0.3472222222222225,-2.604166666666667,3.4421160813823857,0.8388
context,Diplomacy,cn_rival,de,US,9,0.04444444444444443,-0.3833333333333333,0.5,0.8536,1.0416666666666665,-2.2223731884057965,4.166666666666666,0.536
context,Diplomacy,cn_rival,de,CN,10,0.0666666666666667,-0.3666765873015873,0.4345312499999999,0.8632,-0.34722222222222165,-3.9682539682539675,3.5267857142856975,0.864
context,Diplomacy,cn_rival,pg,all,22,-0.1632034632034632,-0.2826883116883117,0.0005744949494944714,0.0504,-2.105978260869565,-4.689698101462807,0.49044117647058455,0.1036
context,Diplomacy,cn_rival,pg,US,10,-0.09904761904761905,-0.3671574074074074,0.21212115199615164,0.57,-1.434178743961352,-5.5010099395489425,2.5774515086206864,0.4796
context,Diplomacy,cn_rival,pg,CN,12,-0.21666666666666667,-0.44685902586470777,0.07429004329004323,0.1544,-2.7777777777777777,-8.695652173913045,2.6515151515151487,0.3304
context,Diplomacy,cn_rival,control,all,21,-0.1714285714285714,-0.34562030075187966,0.21013621794871767,0.4152,-0.18115942028985482,-2.3552234299516908,2.083333333333333,0.8532
context,Diplomacy,cn_rival,control,US,10,-0.29333333333333333,-0.5185185185185185,0.2738392857142853,0.3508,-0.7095410628019321,-3.8691163003663007,2.314814814814815,0.6608
context,Diplomacy,cn_rival,control,CN,11,-0.060606060606060615,-0.419047619047619,0.45535714285714285,0.852,0.3472222222222224,-3.9858695652173903,4.166666666666666,0.8536
context,Diplomacy,cn_neutral,he,all,14,0.2785714285714286,-0.04764384920634911,0.5412689393939393,0.0868,1.5624999999999998,-0.18939393939393948,3.549382716049382,0.0988
context,Diplomacy,cn_neutral,he,US,5,0.33333333333333337,-0.3333333333333333,0.8753472222222172,0.4176,1.3888888888888886,-0.7936507936507936,3.5256410256410255,0.242
context,Diplomacy,cn_neutral,he,CN,9,0.24814814814814815,-0.055555555555555546,0.5416666666666667,0.1156,1.736111111111111,-0.5208333333333333,4.51467803030302,0.1904
context,Diplomacy,cn_neutral,de,all,20,0.11634920634920638,-0.08963247863247864,0.3115031029246715,0.2612,1.5782828282828283,-1.0966012439124566,4.03258086501621,0.2168
context,Diplomacy,cn_neutral,de,US,8,0.39583333333333337,0.09523809523809525,0.75,0.0204,4.892676767676767,2.160493827160494,7.916727582846003,0.0
context,Diplomacy,cn_neutral,de,CN,12,-0.06997354497354498,-0.3763430735930735,0.22303571428571398,0.5124,-1.736111111111111,-7.000438596491225,3.3333333333333335,0.5136
context,Diplomacy,cn_neutral,pg,all,24,0.2236111111111111,-0.08335465040010485,0.4688479179550604,0.1696,2.61171497584541,-0.72463768115942,6.007233796296293,0.1336
context,Diplomacy,cn_neutral,pg,US,12,0.34722222222222215,-0.04939814814814811,0.6428571428571429,0.0876,3.4873188405797095,-0.37878787878787823,7.308915770609311,0.0888
context,Diplomacy,cn_neutral,pg,CN,12,0.10000000000000002,-0.23412878787878785,0.4444444444444444,0.5716,1.73611111111111,-3.125,6.6106321839080255,0.4972
context,Diplomacy,cn_neutral,control,all,22,0.01969696969696971,-0.2324489795918366,0.32408625730994134,0.922,-0.18870772946859848,-3.2440287087464483,2.493055555555555,0.944
context,Diplomacy,cn_neutral,control,US,10,0.08,-0.3541666666666667,0.5,0.9376,-0.37741545893719747,-4.333695652173911,3.5318452380952365,0.8408
context,Diplomacy,cn_neutral,control,CN,12,-0.030555555555555558,-0.34848484848484845,0.3469774273345696,0.8696,4.625929269271485e-16,-3.6231884057971016,3.4090909090909083,0.9932
