bloc,mode,language,reference,estimate,direction_mean,n_models,n_models_direction,min_pairs,mean_discordant
US,control,sw,pt,9.158660654144086,0.127991452991453,12,12,190.0,43.25
CN,control,pt,sw,1.779513888888889,0.17807179809016258,12,12,192.0,31.416666666666668
CN,control,sw,pt,-1.779513888888889,-0.17807179809016258,12,12,192.0,31.416666666666668
all,control,fr,de,0.043743637289121645,-0.016607265238081398,24,24,191.0,24.666666666666668
all,control,de,fr,-0.043743637289121645,0.016607265238081398,24,24,191.0,24.666666666666668
US,control,fr,de,-2.474185573007563,-0.21468825994188312,12,12,191.0,24.416666666666668
US,control,de,fr,2.474185573007563,0.21468825994188312,12,12,191.0,24.416666666666668
CN,control,fr,de,2.561672847585806,0.1814737294657203,12,12,191.0,24.916666666666668
CN,control,de,fr,-2.561672847585806,-0.1814737294657203,12,12,191.0,24.916666666666668
all,control,fr,zh,1.1010898414776031,0.0545606745253685,24,24,191.0,30.041666666666668
all,control,zh,fr,-1.1010898414776031,-0.0545606745253685,24,24,191.0,30.041666666666668
US,control,fr,zh,2.9004872018615466,0.09089565974661633,12,12,191.0,27.083333333333332
US,control,zh,fr,-2.9004872018615466,-0.09089565974661633,12,12,191.0,27.083333333333332
CN,control,fr,zh,-0.6983075189063406,0.0182256893041207,12,12,191.0,33.0
CN,control,zh,fr,0.6983075189063406,-0.0182256893041207,12,12,191.0,33.0
all,control,fr,hi,-1.3566172671534862,-0.0706224101080924,24,24,190.0,29.75
all,control,hi,fr,1.3566172671534862,0.0706224101080924,24,24,190.0,29.75
US,control,fr,hi,-4.272325939193535,-0.23388662686377737,12,12,190.0,29.666666666666668
US,control,hi,fr,4.272325939193535,0.23388662686377737,12,12,190.0,29.666666666666668
CN,control,fr,hi,1.5590914048865625,0.09264180664759257,12,12,191.0,29.833333333333332
CN,control,hi,fr,-1.5590914048865625,-0.09264180664759257,12,12,191.0,29.833333333333332
all,control,fr,sw,-2.407037445271118,0.021734310466509865,24,24,190.0,40.208333333333336
all,control,sw,fr,2.407037445271118,-0.021734310466509865,24,24,190.0,40.208333333333336
US,control,fr,sw,-9.720179457150731,-0.284745191045901,12,12,190.0,44.5
US,control,sw,fr,9.720179457150731,0.284745191045901,12,12,190.0,44.5
CN,control,fr,sw,4.906104566608494,0.32821381197892074,12,12,191.0,35.916666666666664
CN,control,sw,fr,-4.906104566608494,-0.32821381197892074,12,12,191.0,35.916666666666664
all,control,de,zh,1.083819626236184,0.08919350512021562,24,24,191.0,31.0
all,control,zh,de,-1.083819626236184,-0.08919350512021562,24,24,191.0,31.0
US,control,de,zh,5.379444808027923,0.30438496165935636,12,12,191.0,30.833333333333332
US,control,zh,de,-5.379444808027923,-0.30438496165935636,12,12,191.0,30.833333333333332
CN,control,de,zh,-3.2118055555555545,-0.12599795141892514,12,12,192.0,31.166666666666668
CN,control,zh,de,3.2118055555555545,0.12599795141892514,12,12,192.0,31.166666666666668
all,control,de,hi,-1.418433634533542,-0.05232579551361333,24,24,190.0,30.291666666666668
all,control,hi,de,1.418433634533542,0.05232579551361333,24,24,190.0,30.291666666666668
US,control,de,hi,-1.8386033801781947,-0.050104907978239445,12,12,190.0,32.833333333333336
US,control,hi,de,1.8386033801781947,0.050104907978239445,12,12,190.0,32.833333333333336
CN,control,de,hi,-0.9982638888888888,-0.05454668304898721,12,12,192.0,27.75
CN,control,hi,de,0.9982638888888888,0.05454668304898721,12,12,192.0,27.75
all,control,de,sw,-2.453418391668283,0.014993521806870172,24,24,189.0,37.125
all,control,sw,de,2.453418391668283,-0.014993521806870172,24,24,189.0,37.125
US,control,de,sw,-7.2939895611143415,-0.19662591690830897,12,12,189.0,41.833333333333336
US,control,sw,de,7.2939895611143415,0.19662591690830897,12,12,189.0,41.833333333333336
CN,control,de,sw,2.387152777777778,0.22661296052204924,12,12,192.0,32.416666666666664
CN,control,sw,de,-2.387152777777778,-0.22661296052204924,12,12,192.0,32.416666666666664
all,control,zh,hi,-2.52725440892808,-0.09127025439207426,24,24,190.0,33.25
all,control,hi,zh,2.52725440892808,0.09127025439207426,24,24,190.0,33.25
US,control,zh,hi,-7.268050484522827,-0.2947707099406915,12,12,190.0,33.916666666666664
US,control,hi,zh,7.268050484522827,0.2947707099406915,12,12,190.0,33.916666666666664
CN,control,zh,hi,2.213541666666666,0.1122302011565429,12,12,192.0,32.583333333333336
CN,control,hi,zh,-2.213541666666666,-0.1122302011565429,12,12,192.0,32.583333333333336
all,control,zh,sw,-3.499970578442179,-0.028829365882177604,24,24,190.0,42.458333333333336
all,control,sw,zh,3.499970578442179,0.028829365882177604,24,24,190.0,42.458333333333336
US,control,zh,sw,-12.598899490217688,-0.3808271216537345,12,12,190.0,47.5
US,control,sw,zh,12.598899490217688,0.3808271216537345,12,12,190.0,47.5
CN,control,zh,sw,5.598958333333332,0.3231683898893793,12,12,192.0,37.416666666666664
CN,control,sw,zh,-5.598958333333332,-0.3231683898893793,12,12,192.0,37.416666666666664
all,control,hi,sw,-0.9891947098269719,0.06002571058136711,24,24,189.0,36.041666666666664
all,control,sw,hi,0.9891947098269719,-0.06002571058136711,24,24,189.0,36.041666666666664
US,control,hi,sw,-5.363806086320609,-0.1820145444006462,12,12,189.0,40.25
US,control,sw,hi,5.363806086320609,0.1820145444006462,12,12,189.0,40.25
CN,control,hi,sw,3.3854166666666665,0.3020659655633804,12,12,192.0,31.833333333333332
CN,control,sw,hi,-3.3854166666666665,-0.3020659655633804,12,12,192.0,31.833333333333332
all,control,en,en,0.0,,24,0,,0.0
all,control,es,es,0.0,,24,0,,0.0
all,control,pt,pt,0.0,,24,0,,0.0
all,control,fr,fr,0.0,,24,0,,0.0
all,control,de,de,0.0,,24,0,,0.0
all,control,zh,zh,0.0,,24,0,,0.0
all,control,hi,hi,0.0,,24,0,,0.0
all,control,sw,sw,0.0,,24,0,,0.0
US,control,en,en,0.0,,12,0,,0.0
US,control,es,es,0.0,,12,0,,0.0
US,control,pt,pt,0.0,,12,0,,0.0
US,control,fr,fr,0.0,,12,0,,0.0
US,control,de,de,0.0,,12,0,,0.0
US,control,zh,zh,0.0,,12,0,,0.0
US,control,hi,hi,0.0,,12,0,,0.0
US,control,sw,sw,0.0,,12,0,,0.0
CN,control,en,en,0.0,,12,0,,0.0
CN,control,es,es,0.0,,12,0,,0.0
CN,control,pt,pt,0.0,,12,0,,0.0
CN,control,fr,fr,0.0,,12,0,,0.0
CN,control,de,de,0.0,,12,0,,0.0
CN,control,zh,zh,0.0,,12,0,,0.0
CN,control,hi,hi,0.0,,12,0,,0.0
CN,control,sw,sw,0.0,,12,0,,0.0
