block,contrast,sample,bloc,comparison,metric,estimate,lo,hi
nationality,allies,full,all,pg shift minus de shift,pp,1.1099689327485378,-0.6302568908637218,2.848961506051007
nationality,allies,full,all,pg shift minus de shift,logit,0.12385222452020007,-0.009989484842462228,0.26843276196634136
nationality,allies,full,all,pg shift minus control shift,pp,-2.212397096307522,-3.7562294785984514,-0.6510217831951718
nationality,allies,full,all,pg shift minus control shift,logit,-0.10790029453780972,-0.20221544157656893,-0.015984425317049068
nationality,allies,full,US,pg shift minus he shift,pp,-1.8192640879030035,-3.6899658458711775,0.005522342683169109
nationality,allies,full,US,pg shift minus he shift,logit,0.0050381021657628505,-0.2917603880883229,0.33004025096950323
nationality,allies,full,US,pg shift minus de shift,pp,0.9612573099415205,-1.2544709405904595,3.0899307461114858
nationality,allies,full,US,pg shift minus de shift,logit,0.14644317134489077,-0.0709059472513912,0.3869510467480097
nationality,allies,full,US,pg shift minus control shift,pp,-2.4716691926150456,-4.379996375718047,-0.5612479093949977
nationality,allies,full,US,pg shift minus control shift,logit,-0.13790809189510136,-0.2738829545331271,-0.007168283314330226
nationality,allies,full,CN,pg shift minus he shift,pp,-2.2569444444444446,-4.427083333333334,-0.13020833333333315
nationality,allies,full,CN,pg shift minus he shift,logit,-0.18364121333329048,-0.4503424387952456,0.04556590023810915
nationality,allies,full,CN,pg shift minus de shift,pp,1.258680555555556,-1.215277777777778,3.776041666666666
nationality,allies,full,CN,pg shift minus de shift,logit,0.10126127769550938,-0.02972177502661874,0.23792909563057563
nationality,allies,full,CN,pg shift minus control shift,pp,-1.953125,-4.340277777777777,0.3472222222222222
nationality,allies,full,CN,pg shift minus control shift,logit,-0.07789249718051813,-0.1950026179368637,0.0378521102032287
nationality,allies,drop_truncated,all,pg shift minus he shift,pp,-1.9766784851982067,-3.552180994928756,-0.48939090000446794
nationality,allies,drop_truncated,all,pg shift minus he shift,logit,-0.06617912113492463,-0.2770108166057705,0.1402350391885776
nationality,allies,drop_truncated,all,pg shift minus de shift,pp,1.1210279026062095,-0.6229690685842639,2.8686635920197814
nationality,allies,drop_truncated,all,pg shift minus de shift,logit,0.12647853576705337,-0.005884992048057831,0.27051074624380644
nationality,allies,drop_truncated,all,pg shift minus control shift,pp,-2.164358922048896,-3.6964366703124685,-0.6244169754052444
nationality,allies,drop_truncated,all,pg shift minus control shift,logit,-0.10316416520288424,-0.19680219157575,-0.013639962546002754
nationality,allies,drop_truncated,US,pg shift minus he shift,pp,-1.651873549803046,-3.4893598688951206,0.13989437066947147
nationality,allies,drop_truncated,US,pg shift minus he shift,logit,0.05732308793133213,-0.2220778120530239,0.3875955115151207
nationality,allies,drop_truncated,US,pg shift minus de shift,pp,0.9806483735661142,-1.2123010312731954,3.084450752350866
nationality,allies,drop_truncated,US,pg shift minus de shift,logit,0.15165699135133026,-0.06293974331222885,0.3885552398729965
nationality,allies,drop_truncated,US,pg shift minus control shift,pp,-2.3760617513620743,-4.2358479049055555,-0.48889279322101814
nationality,allies,drop_truncated,US,pg shift minus control shift,logit,-0.12844308351824077,-0.259870545433938,-0.002337368913354124
nationality,allies,drop_truncated,CN,pg shift minus he shift,pp,-2.3014834205933683,-4.478324921107872,-0.15621431505523956
nationality,allies,drop_truncated,CN,pg shift minus he shift,logit,-0.18968133020118144,-0.4591391487933402,0.03907980358954747
nationality,allies,drop_truncated,CN,pg shift minus de shift,pp,1.2614074316463066,-1.213698462041885,3.7774291442775785
nationality,allies,drop_truncated,CN,pg shift minus de shift,logit,0.10130008018277659,-0.02971398780933734,0.23793545881221673
nationality,allies,drop_truncated,CN,pg shift minus control shift,pp,-1.9526560927357175,-4.3347886676094785,0.3529910440155309
nationality,allies,drop_truncated,CN,pg shift minus control shift,logit,-0.07788524688752772,-0.1951594815362723,0.037797995584265644
nationality,neutrals,full,all,pg shift minus he shift,pp,-0.4991295524478736,-1.8017890579552067,0.7810272752192984
nationality,neutrals,full,all,pg shift minus he shift,logit,-0.09546974701479927,-0.29657654620436563,0.07881742798606262
nationality,neutrals,full,all,pg shift minus de shift,pp,0.06647478070175424,-1.3888945997807018,1.5040888889654178
nationality,neutrals,full,all,pg shift minus de shift,logit,0.003822263468046267,-0.09952345881041386,0.10021194936642218
nationality,neutrals,full,all,pg shift minus control shift,pp,0.3910818713450293,-1.0643991555773706,1.8875753837719296
nationality,neutrals,full,all,pg shift minus control shift,logit,0.035492678602905454,-0.06230396913335857,0.13063259526345547
nationality,neutrals,full,US,pg shift minus he shift,pp,-0.9548563271179695,-2.649620581503934,0.7341595985074488
nationality,neutrals,full,US,pg shift minus he shift,logit,-0.1122831076073163,-0.4297319796845019,0.18916133282787995
nationality,neutrals,full,US,pg shift minus de shift,pp,0.08954678362573076,-1.6927140143251893,1.8748139880952381
nationality,neutrals,full,US,pg shift minus de shift,logit,0.033261687031157804,-0.12294915597228849,0.18420831188954848
nationality,neutrals,full,US,pg shift minus control shift,pp,-0.6935307017543859,-2.387607257126236,0.9671352998005367
nationality,neutrals,full,US,pg shift minus control shift,logit,-0.0185842490242352,-0.16992208294466196,0.1241780609663245
nationality,neutrals,full,CN,pg shift minus he shift,pp,-0.043402777777777735,-1.9097222222222219,1.8229166666666665
nationality,neutrals,full,CN,pg shift minus he shift,logit,-0.07865638642228223,-0.32673538469174224,0.14606848304192452
nationality,neutrals,full,CN,pg shift minus de shift,pp,0.04340277777777768,-2.2135416666666665,2.213541666666667
nationality,neutrals,full,CN,pg shift minus de shift,logit,-0.025617160095065268,-0.1528890408614113,0.09296335410383555
nationality,neutrals,full,CN,pg shift minus control shift,pp,1.4756944444444444,-0.7378472222222223,3.776041666666666
nationality,neutrals,full,CN,pg shift minus control shift,logit,0.08956960623004609,-0.02731370739112953,0.21389781806341576
nationality,neutrals,drop_truncated,all,pg shift minus he shift,pp,-0.5261611137455033,-1.8199546855353472,0.7446350463329098
nationality,neutrals,drop_truncated,all,pg shift minus he shift,logit,-0.0827018118544589,-0.2751909831663543,0.09229756583822987
nationality,neutrals,drop_truncated,all,pg shift minus de shift,pp,-0.07268752657599216,-1.5450264290553821,1.3565601461427477
nationality,neutrals,drop_truncated,all,pg shift minus de shift,logit,-0.00943611188176991,-0.11255834436666982,0.08678464119282123
nationality,neutrals,drop_truncated,all,pg shift minus control shift,pp,0.2492007442717402,-1.2204663380713385,1.7312041798065338
nationality,neutrals,drop_truncated,all,pg shift minus control shift,logit,0.01726581790559922,-0.08235883760701787,0.11365716487389049
nationality,neutrals,drop_truncated,US,pg shift minus he shift,pp,-0.975020405670206,-2.6410293607027127,0.7064714385692794
nationality,neutrals,drop_truncated,US,pg shift minus he shift,logit,-0.08120483328611422,-0.38652508521565776,0.22427183959871771
nationality,neutrals,drop_truncated,US,pg shift minus de shift,pp,-0.1816099963018209,-1.926512564317555,1.6091283654015704
nationality,neutrals,drop_truncated,US,pg shift minus de shift,logit,0.007124935360021914,-0.14813160697067546,0.15473204787870853
nationality,neutrals,drop_truncated,US,pg shift minus control shift,pp,-0.9327466123056621,-2.6234577684350486,0.7669152063485803
nationality,neutrals,drop_truncated,US,pg shift minus control shift,logit,-0.050758460435842624,-0.2061621081032036,0.09154668293601814
nationality,neutrals,drop_truncated,CN,pg shift minus he shift,pp,-0.07730182182080098,-1.9255445018660857,1.7658003359516514
nationality,neutrals,drop_truncated,CN,pg shift minus he shift,logit,-0.08419879042280362,-0.3327892796757364,0.13966409630945223
nationality,neutrals,drop_truncated,CN,pg shift minus de shift,pp,0.03623494314983661,-2.188975748295503,2.2352937900578773
nationality,neutrals,drop_truncated,CN,pg shift minus de shift,logit,-0.02599715912356176,-0.15210827001129903,0.09314826181009024
nationality,neutrals,drop_truncated,CN,pg shift minus control shift,pp,1.4311481008491422,-0.7930497979689164,3.6981355746931306
nationality,neutrals,drop_truncated,CN,pg shift minus control shift,logit,0.08529009624704104,-0.033196474960393796,0.2108837538333164
ai,ai_minus_human,full,all,pg shift minus he shift,pp,6.076388888888888,4.241071428571428,8.010912698412698
ai,ai_minus_human,full,all,pg shift minus he shift,logit,-0.12010927349896744,-0.4452569957517912,0.13432676897324997
ai,ai_minus_human,full,all,pg shift minus de shift,pp,1.63690476190476,-0.5460842604091861,3.868604241732982
ai,ai_minus_human,full,all,pg shift minus de shift,logit,-0.2178186062975444,-0.39670047289054733,-0.020661501617341923
ai,ai_minus_human,full,all,pg shift minus control shift,pp,4.850219838153409,2.5886656746031758,7.195465062395572
ai,ai_minus_human,full,all,pg shift minus control shift,logit,0.1807493030078676,0.028439668250315634,0.36693491993362165
ai,ai_minus_human,full,US,pg shift minus he shift,pp,5.357142857142856,3.3234126984126986,7.44047619047619
ai,ai_minus_human,full,US,pg shift minus he shift,logit,-0.26897901923927653,-0.6813684949499922,0.0901704225184758
ai,ai_minus_human,full,US,pg shift minus de shift,pp,1.7361111111111107,-0.6909122771772462,4.117063492063492
ai,ai_minus_human,full,US,pg shift minus de shift,logit,-0.38616293961578774,-0.661981481740415,-0.06524851264997279
ai,ai_minus_human,full,US,pg shift minus control shift,pp,4.411501184243329,2.0055086143314225,6.891961006970415
ai,ai_minus_human,full,US,pg shift minus control shift,logit,0.09982629885013922,-0.11245646292616013,0.3693592100994255
ai,ai_minus_human,full,CN,pg shift minus he shift,pp,6.795634920634921,4.265873015873016,9.326636904761887
ai,ai_minus_human,full,CN,pg shift minus he shift,logit,0.028760472241341595,-0.36310567033824087,0.3120201364384665
ai,ai_minus_human,full,CN,pg shift minus de shift,pp,1.537698412698414,-1.5885416666666667,4.712301587301587
ai,ai_minus_human,full,CN,pg shift minus de shift,logit,-0.04947427297930096,-0.2420469872447505,0.13701828171276667
ai,ai_minus_human,full,CN,pg shift minus control shift,pp,5.288938492063492,2.2071862599206358,8.469897073412698
ai,ai_minus_human,full,CN,pg shift minus control shift,logit,0.261672307165596,0.0803863337439007,0.4542136069475314
ai,ai_minus_human,drop_truncated,all,pg shift minus he shift,pp,6.126417519288138,4.2830773924376295,8.062332132099698
ai,ai_minus_human,drop_truncated,all,pg shift minus he shift,logit,-0.12162689866613263,-0.4397851077484294,0.13225249095966024
ai,ai_minus_human,drop_truncated,all,pg shift minus de shift,pp,1.6394722388269924,-0.5364785064486591,3.8725977513833736
ai,ai_minus_human,drop_truncated,all,pg shift minus de shift,logit,-0.2289926183015099,-0.39232017838496186,-0.049074731005695996
ai,ai_minus_human,drop_truncated,all,pg shift minus control shift,pp,4.852307705353573,2.617146384221978,7.178563889637597
ai,ai_minus_human,drop_truncated,all,pg shift minus control shift,logit,0.17085252868200607,0.0186698452046325,0.35144549484780807
ai,ai_minus_human,drop_truncated,US,pg shift minus he shift,pp,5.4549496102459445,3.461099359484913,7.495147707896158
ai,ai_minus_human,drop_truncated,US,pg shift minus he shift,logit,-0.2720714240102124,-0.6744879834082156,0.0822181440613985
ai,ai_minus_human,drop_truncated,US,pg shift minus de shift,pp,1.735305565003097,-0.6095801086851842,4.117546080626257
ai,ai_minus_human,drop_truncated,US,pg shift minus de shift,logit,-0.4086106307999142,-0.65465803336414,-0.12794139018821954
ai,ai_minus_human,drop_truncated,US,pg shift minus control shift,pp,4.374550149134213,2.021848667244027,6.7688396599426
ai,ai_minus_human,drop_truncated,US,pg shift minus control shift,logit,0.07771747821487371,-0.1318088464940433,0.33194122864905745
ai,ai_minus_human,drop_truncated,CN,pg shift minus he shift,pp,6.797885428330331,4.26010373049562,9.350220593222843
ai,ai_minus_human,drop_truncated,CN,pg shift minus he shift,logit,0.028817626677947406,-0.36300196761831904,0.3122451537481521
ai,ai_minus_human,drop_truncated,CN,pg shift minus de shift,pp,1.5436389126508887,-1.5882876745075543,4.7212584118910765
ai,ai_minus_human,drop_truncated,CN,pg shift minus de shift,logit,-0.0493746058031056,-0.2420423710211578,0.1371033453667163
ai,ai_minus_human,drop_truncated,CN,pg shift minus control shift,pp,5.330065261572932,2.2406136265650742,8.49890119176023
ai,ai_minus_human,drop_truncated,CN,pg shift minus control shift,logit,0.2639875791491384,0.08301785285592729,0.4573966390542313
