mode,model_a,model_b,pairs,spearman,n_langs
pg,qwen3.8-27b,nemotron-3.5-lightning,mixto,-0.4865062298556018,7
pg,qwen3.8-27b,nova-2-lite,mixto,-0.35714285714285715,7
pg,sonnet-5,gpt-5.6-sol,US–US,0.4431217169079057,8
pg,sonnet-5,haiku-4.5,US–US,0.2857142857142856,8
pg,sonnet-5,gemma-4-31b,US–US,-0.29461716968414176,8
pg,sonnet-5,inkling,US–US,-0.16666666666666666,8
pg,sonnet-5,gemini-3.1-flash-lite,US–US,-0.4941662111074007,8
pg,sonnet-5,gpt-5.6-terra,US–US,0.40476190476190466,8
pg,sonnet-5,nemotron-3-ultra,US–US,-0.24098134635593993,8
pg,sonnet-5,grok-4.3,US–US,-0.7904333328627509,8
pg,sonnet-5,gpt-5.6-luna,US–US,0.16766767666785626,8
pg,sonnet-5,nemotron-3.5-lightning,US–US,-0.09009374626955595,7
pg,sonnet-5,nova-2-lite,US–US,-0.6428571428571428,7
pg,gpt-5.6-sol,haiku-4.5,US–US,-0.34731161595484505,8
pg,gpt-5.6-sol,gemma-4-31b,US–US,-0.0926208306513743,8
pg,gpt-5.6-sol,inkling,US–US,0.3233590907165799,8
pg,gpt-5.6-sol,gemini-3.1-flash-lite,US–US,0.21128203628554493,8
pg,gpt-5.6-sol,gpt-5.6-terra,US–US,0.7784570702436182,8
pg,gpt-5.6-sol,nemotron-3-ultra,US–US,0.5333431285220599,8
pg,gpt-5.6-sol,grok-4.3,US–US,-0.21686746987951802,8
pg,gpt-5.6-sol,gpt-5.6-luna,US–US,0.45783132530120474,8
pg,gpt-5.6-sol,nemotron-3.5-lightning,US–US,0.20909090909090905,7
pg,gpt-5.6-sol,nova-2-lite,US–US,-0.6666937223947136,7
pg,haiku-4.5,gemma-4-31b,US–US,-0.2455143080701181,8
pg,haiku-4.5,inkling,US–US,-0.45238095238095233,8
pg,haiku-4.5,gemini-3.1-flash-lite,US–US,-0.8400825588825812,8
pg,haiku-4.5,gpt-5.6-terra,US–US,0.04761904761904761,8
pg,haiku-4.5,nemotron-3-ultra,US–US,-0.2289322790381429,8
pg,haiku-4.5,grok-4.3,US–US,-0.34731161595484505,8
pg,haiku-4.5,gpt-5.6-luna,US–US,0.08383383833392813,8
pg,haiku-4.5,nemotron-3.5-lightning,US–US,-0.25226248955475655,7
pg,haiku-4.5,nova-2-lite,US–US,-0.4285714285714285,7
pg,gemma-4-31b,inkling,US–US,-0.38054717750868305,8
pg,gemma-4-31b,gemini-3.1-flash-lite,US–US,0.39491246939987096,8
pg,gemma-4-31b,gpt-5.6-terra,US–US,-0.13503286943856496,8
pg,gemma-4-31b,nemotron-3-ultra,US–US,0.3168251933623968,8
pg,gemma-4-31b,grok-4.3,US–US,0.5433755398213957,8
pg,gemma-4-31b,gpt-5.6-luna,US–US,0.012349444086849935,8
pg,gemma-4-31b,nemotron-3.5-lightning,US–US,0.1376204706407951,7
pg,gemma-4-31b,nova-2-lite,US–US,0.14547859349066153,7
pg,inkling,gemini-3.1-flash-lite,US–US,0.1235415527768502,8
pg,inkling,gpt-5.6-terra,US–US,0.21428571428571425,8
pg,inkling,nemotron-3-ultra,US–US,0.156637875131361,8
pg,inkling,grok-4.3,US–US,-0.1077863635721933,8
pg,inkling,gpt-5.6-luna,US–US,0.5149792926227014,8
pg,inkling,nemotron-3.5-lightning,US–US,0.43244998209386826,7
pg,inkling,nova-2-lite,US–US,0.17857142857142863,7
pg,gemini-3.1-flash-lite,gpt-5.6-terra,US–US,-0.2594372608313854,8
pg,gemini-3.1-flash-lite,nemotron-3-ultra,US–US,0.48140046115734203,8
pg,gemini-3.1-flash-lite,grok-4.3,US–US,0.47849167041138113,8
pg,gemini-3.1-flash-lite,gpt-5.6-luna,US–US,-0.3914931848820391,8
pg,gemini-3.1-flash-lite,nemotron-3.5-lightning,US–US,0.29634711463065444,7
pg,gemini-3.1-flash-lite,nova-2-lite,US–US,0.36711154910717614,7
pg,gpt-5.6-terra,nemotron-3-ultra,US–US,0.24098134635593993,8
pg,gpt-5.6-terra,grok-4.3,US–US,-0.05988131309566293,8
pg,gpt-5.6-terra,gpt-5.6-luna,US–US,0.7545045450053529,8
pg,gpt-5.6-terra,nemotron-3.5-lightning,US–US,-0.23424374030084535,7
pg,gpt-5.6-terra,nova-2-lite,US–US,-0.6428571428571428,7
pg,nemotron-3-ultra,grok-4.3,US–US,0.22424654267404792,8
pg,nemotron-3-ultra,gpt-5.6-luna,US–US,0.17576080371749697,8
pg,nemotron-3-ultra,nemotron-3.5-lightning,US–US,0.5780059766913392,7
pg,nemotron-3-ultra,nova-2-lite,US–US,-0.05455447255899805,7
pg,grok-4.3,gpt-5.6-luna,US–US,-0.06024096385542167,8
pg,grok-4.3,nemotron-3.5-lightning,US–US,-0.23424374030084527,7
pg,grok-4.3,nova-2-lite,US–US,0.3928571428571428,7
pg,gpt-5.6-luna,nemotron-3.5-lightning,US–US,0.2522624895547565,7
pg,gpt-5.6-luna,nova-2-lite,US–US,-0.39285714285714285,7
pg,nemotron-3.5-lightning,nova-2-lite,US–US,0.1441499940312894,7
control,kimi-k2.6,mimo-v2.5-pro,CN–CN,0.6204819277108433,8
control,kimi-k2.6,kimi-k3,CN–CN,0.8132530120481927,8
control,kimi-k2.6,qwen3.7-plus,CN–CN,0.34939759036144574,8
control,kimi-k2.6,seed-2-1-turbo,CN–CN,0.048192771084337345,8
control,kimi-k2.6,qwen3.8-flash,CN–CN,0.5180722891566264,8
control,kimi-k2.6,deepseek-v4-pro,CN–CN,0.31515730321758084,8
control,kimi-k2.6,hy3,CN–CN,0.13333578213051497,8
control,kimi-k2.6,ling-3.0-flash,CN–CN,-0.608433734939759,8
control,kimi-k2.6,glm-5.2,CN–CN,0.07228915662650601,8
control,kimi-k2.6,minimax-m3,CN–CN,0.17964393928698877,8
control,kimi-k2.6,qwen3.8-27b,CN–CN,0.5628843430992315,8
control,kimi-k2.6,sonnet-5,mixto,0.15060240963855426,8
control,kimi-k2.6,gpt-5.6-sol,mixto,1.5119043508746194e-17,8
control,kimi-k2.6,haiku-4.5,mixto,0.6826469692905575,8
control,kimi-k2.6,gemma-4-31b,mixto,-0.6626506024096385,8
control,kimi-k2.6,inkling,mixto,-0.048192771084337324,8
control,kimi-k2.6,gemini-3.1-flash-lite,mixto,-0.7195657043768589,8
control,kimi-k2.6,gpt-5.6-terra,mixto,-0.011976262619132582,8
control,kimi-k2.6,nemotron-3-ultra,mixto,-0.38554216867469876,8
control,kimi-k2.6,grok-4.3,mixto,0.10240963855421686,8
control,kimi-k2.6,gpt-5.6-luna,mixto,-0.3952166664313754,8
control,kimi-k2.6,nemotron-3.5-lightning,mixto,-0.11818181818181812,7
control,kimi-k2.6,nova-2-lite,mixto,-0.23424374030084535,7
control,mimo-v2.5-pro,kimi-k3,CN–CN,0.8012048192771084,8
control,mimo-v2.5-pro,qwen3.7-plus,CN–CN,0.5963855421686746,8
control,mimo-v2.5-pro,seed-2-1-turbo,CN–CN,-0.12048192771084336,8
control,mimo-v2.5-pro,qwen3.8-flash,CN–CN,0.2710843373493976,8
control,mimo-v2.5-pro,deepseek-v4-pro,CN–CN,0.6363753238047305,8
control,mimo-v2.5-pro,hy3,CN–CN,0.7515289538265388,8
control,mimo-v2.5-pro,ling-3.0-flash,CN–CN,-0.18072289156626503,8
control,mimo-v2.5-pro,glm-5.2,CN–CN,0.4759036144578313,8
control,mimo-v2.5-pro,minimax-m3,CN–CN,0.3113828280974473,8
control,mimo-v2.5-pro,qwen3.8-27b,CN–CN,0.6586944440522923,8
control,mimo-v2.5-pro,sonnet-5,mixto,-0.3855421686746987,8
control,mimo-v2.5-pro,gpt-5.6-sol,mixto,0.024096385542168683,8
control,mimo-v2.5-pro,haiku-4.5,mixto,0.43114545428877316,8
control,mimo-v2.5-pro,gemma-4-31b,mixto,-0.4337349397590361,8
control,mimo-v2.5-pro,inkling,mixto,-0.18072289156626503,8
control,mimo-v2.5-pro,gemini-3.1-flash-lite,mixto,-0.621997473274912,8
control,mimo-v2.5-pro,gpt-5.6-terra,mixto,-0.4191691916696406,8
control,mimo-v2.5-pro,nemotron-3-ultra,mixto,-0.06024096385542169,8
control,mimo-v2.5-pro,grok-4.3,mixto,0.6506024096385541,8
control,mimo-v2.5-pro,gpt-5.6-luna,mixto,-0.5748606057183642,8
control,mimo-v2.5-pro,nemotron-3.5-lightning,mixto,0.07272727272727272,7
control,mimo-v2.5-pro,nova-2-lite,mixto,-0.10811249552346715,7
control,kimi-k3,qwen3.7-plus,CN–CN,0.4518072289156626,8
control,kimi-k3,seed-2-1-turbo,CN–CN,-0.19277108433734935,8
control,kimi-k3,qwen3.8-flash,CN–CN,0.17469879518072287,8
control,kimi-k3,deepseek-v4-pro,CN–CN,0.5394038458916287,8
control,kimi-k3,hy3,CN–CN,0.27879299900016763,8
control,kimi-k3,ling-3.0-flash,CN–CN,-0.6084337349397589,8
control,kimi-k3,glm-5.2,CN–CN,0.3072289156626506,8
control,kimi-k3,minimax-m3,CN–CN,0.1556914140487236,8
control,kimi-k3,qwen3.8-27b,CN–CN,0.45509797952703823,8
control,kimi-k3,sonnet-5,mixto,-0.04216867469879521,8
control,kimi-k3,gpt-5.6-sol,mixto,0.3373493975903614,8
control,kimi-k3,haiku-4.5,mixto,0.44312171690790575,8
control,kimi-k3,gemma-4-31b,mixto,-0.36144578313253006,8
control,kimi-k3,inkling,mixto,0.14457831325301201,8
control,kimi-k3,gemini-3.1-flash-lite,mixto,-0.8659180510297794,8
control,kimi-k3,gpt-5.6-terra,mixto,0.14371515142959107,8
control,kimi-k3,nemotron-3-ultra,mixto,0.012048192771084314,8
control,kimi-k3,grok-4.3,mixto,0.6325301204819276,8
control,kimi-k3,gpt-5.6-luna,mixto,-0.347311615954845,8
control,kimi-k3,nemotron-3.5-lightning,mixto,0.3545454545454545,7
control,kimi-k3,nova-2-lite,mixto,-0.09009374626955588,7
control,qwen3.7-plus,seed-2-1-turbo,CN–CN,-0.6385542168674698,8
control,qwen3.7-plus,qwen3.8-flash,CN–CN,0.6144578313253012,8
control,qwen3.7-plus,deepseek-v4-pro,CN–CN,-0.0969714779131018,8
control,qwen3.7-plus,hy3,CN–CN,0.351521607434994,8
control,qwen3.7-plus,ling-3.0-flash,CN–CN,-0.45180722891566255,8
control,qwen3.7-plus,glm-5.2,CN–CN,0.8554216867469879,8
control,qwen3.7-plus,minimax-m3,CN–CN,-0.20359646452525396,8
control,qwen3.7-plus,qwen3.8-27b,CN–CN,0.898219696434944,8
control,qwen3.7-plus,sonnet-5,mixto,-0.47590361445783125,8
control,qwen3.7-plus,gpt-5.6-sol,mixto,-0.2650602409638554,8
control,qwen3.7-plus,haiku-4.5,mixto,0.0838338383339281,8
control,qwen3.7-plus,gemma-4-31b,mixto,0.08433734939759037,8
control,qwen3.7-plus,inkling,mixto,0.2650602409638554,8
control,qwen3.7-plus,gemini-3.1-flash-lite,mixto,-0.3780768955200445,8
control,qwen3.7-plus,gpt-5.6-terra,mixto,-0.3712641411931102,8
control,qwen3.7-plus,nemotron-3-ultra,mixto,-0.34939759036144574,8
control,qwen3.7-plus,grok-4.3,mixto,0.2710843373493975,8
control,qwen3.7-plus,gpt-5.6-luna,mixto,-0.13173888881045848,8
control,qwen3.7-plus,nemotron-3.5-lightning,mixto,-0.15454545454545446,7
control,qwen3.7-plus,nova-2-lite,mixto,0.6666937223947136,7
control,seed-2-1-turbo,qwen3.8-flash,CN–CN,-0.253012048192771,8
control,seed-2-1-turbo,deepseek-v4-pro,CN–CN,0.07878932580439518,8
control,seed-2-1-turbo,hy3,CN–CN,0.05454645632611978,8
control,seed-2-1-turbo,ling-3.0-flash,CN–CN,0.4698795180722891,8
control,seed-2-1-turbo,glm-5.2,CN–CN,-0.5180722891566265,8
control,seed-2-1-turbo,minimax-m3,CN–CN,0.39521666643137543,8
control,seed-2-1-turbo,qwen3.8-27b,CN–CN,-0.44312171690790575,8
control,seed-2-1-turbo,sonnet-5,mixto,0.3253012048192771,8
control,seed-2-1-turbo,gpt-5.6-sol,mixto,-0.030120481927710843,8
control,seed-2-1-turbo,haiku-4.5,mixto,0.4191691916696406,8
control,seed-2-1-turbo,gemma-4-31b,mixto,-0.2469879518072289,8
control,seed-2-1-turbo,inkling,mixto,-0.6084337349397589,8
control,seed-2-1-turbo,gemini-3.1-flash-lite,mixto,0.26221462108648247,8
control,seed-2-1-turbo,gpt-5.6-terra,mixto,0.011976262619132578,8
control,seed-2-1-turbo,nemotron-3-ultra,mixto,-0.1566265060240963,8
control,seed-2-1-turbo,grok-4.3,mixto,-0.2891566265060241,8
control,seed-2-1-turbo,gpt-5.6-luna,mixto,-0.23952525238265174,8
control,seed-2-1-turbo,nemotron-3.5-lightning,mixto,0.10909090909090909,7
control,seed-2-1-turbo,nova-2-lite,mixto,-0.9189562119494701,7
control,qwen3.8-flash,deepseek-v4-pro,CN–CN,-0.13333578213051497,8
control,qwen3.8-flash,hy3,CN–CN,0.1939429558262036,8
control,qwen3.8-flash,ling-3.0-flash,CN–CN,-0.24698795180722885,8
control,qwen3.8-flash,glm-5.2,CN–CN,0.2771084337349397,8
control,qwen3.8-flash,minimax-m3,CN–CN,0.0359287878573977,8
control,qwen3.8-flash,qwen3.8-27b,CN–CN,0.8024095954818834,8
control,qwen3.8-flash,sonnet-5,mixto,-0.36746987951807225,8
control,qwen3.8-flash,gpt-5.6-sol,mixto,-0.5180722891566264,8
control,qwen3.8-flash,haiku-4.5,mixto,0.5628843430992316,8
control,qwen3.8-flash,gemma-4-31b,mixto,-0.3855421686746987,8
control,qwen3.8-flash,inkling,mixto,-0.036144578313253004,8
control,qwen3.8-flash,gemini-3.1-flash-lite,mixto,-0.07317617332646015,8
control,qwen3.8-flash,gpt-5.6-terra,mixto,-0.4670742421461709,8
control,qwen3.8-flash,nemotron-3-ultra,mixto,-0.8313253012048192,8
control,qwen3.8-flash,grok-4.3,mixto,-0.41566265060240964,8
control,qwen3.8-flash,gpt-5.6-luna,mixto,-0.44312171690790575,8
control,qwen3.8-flash,nemotron-3.5-lightning,mixto,-0.5,7
control,qwen3.8-flash,nova-2-lite,mixto,0.4504687313477794,7
control,deepseek-v4-pro,hy3,CN–CN,0.6585365853658537,8
control,deepseek-v4-pro,ling-3.0-flash,CN–CN,0.1939429558262036,8
control,deepseek-v4-pro,glm-5.2,CN–CN,-0.13939649950008384,8
control,deepseek-v4-pro,minimax-m3,CN–CN,0.6386005678432408,8
control,deepseek-v4-pro,qwen3.8-27b,CN–CN,0.012049067317796985,8
control,deepseek-v4-pro,sonnet-5,mixto,-0.34546089006542513,8
control,deepseek-v4-pro,gpt-5.6-sol,mixto,0.2666715642610299,8
control,deepseek-v4-pro,haiku-4.5,mixto,0.3855701541695039,8
control,deepseek-v4-pro,gemma-4-31b,mixto,-0.5818288674786107,8
control,deepseek-v4-pro,inkling,mixto,-0.21818582530447903,8
control,deepseek-v4-pro,gemini-3.1-flash-lite,mixto,-0.3190244086606678,8
control,deepseek-v4-pro,gpt-5.6-terra,mixto,-0.16868694244915797,8
control,deepseek-v4-pro,nemotron-3-ultra,mixto,0.27273228163059876,8
control,deepseek-v4-pro,grok-4.3,mixto,0.5878895848481797,8
control,deepseek-v4-pro,gpt-5.6-luna,mixto,-0.6506496351610378,8
control,deepseek-v4-pro,nemotron-3.5-lightning,mixto,0.27272727272727265,7
control,deepseek-v4-pro,nova-2-lite,mixto,-0.30631873731649006,7
control,hy3,ling-3.0-flash,CN–CN,0.3939466290219761,8
control,hy3,glm-5.2,CN–CN,0.393946629021976,8
control,hy3,minimax-m3,CN–CN,0.6386005678432407,8
control,hy3,qwen3.8-27b,CN–CN,0.42171735612289485,8
control,hy3,sonnet-5,mixto,-0.7333468017178323,8
control,hy3,gpt-5.6-sol,mixto,-0.309096585848012,8
control,hy3,haiku-4.5,mixto,0.3614720195339099,8
control,hy3,gemma-4-31b,mixto,-0.3697037595437006,8
control,hy3,inkling,mixto,-0.30303586847844316,8
control,hy3,gemini-3.1-flash-lite,mixto,0.02454033912774369,8
control,hy3,gpt-5.6-terra,mixto,-0.6747477697966318,8
control,hy3,nemotron-3-ultra,mixto,-0.13939649950008381,8
control,hy3,grok-4.3,mixto,0.39394662902197597,8
control,hy3,gpt-5.6-luna,mixto,-0.6747477697966318,8
control,hy3,nemotron-3.5-lightning,mixto,-0.0545454545454546,7
control,hy3,nova-2-lite,mixto,-0.1621687432852006,7
control,ling-3.0-flash,glm-5.2,CN–CN,-0.35542168674698793,8
control,ling-3.0-flash,minimax-m3,CN–CN,0.28743030285918214,8
control,ling-3.0-flash,qwen3.8-27b,CN–CN,-0.3712641411931102,8
control,ling-3.0-flash,sonnet-5,mixto,-0.3192771084337349,8
control,ling-3.0-flash,gpt-5.6-sol,mixto,-0.07228915662650601,8
control,ling-3.0-flash,haiku-4.5,mixto,7.240082390422e-18,8
control,ling-3.0-flash,gemma-4-31b,mixto,0.024096385542168693,8
control,ling-3.0-flash,inkling,mixto,-0.644578313253012,8
control,ling-3.0-flash,gemini-3.1-flash-lite,mixto,0.640291516606527,8
control,ling-3.0-flash,gpt-5.6-terra,mixto,-0.4670742421461709,8
control,ling-3.0-flash,nemotron-3-ultra,mixto,0.0963855421686747,8
control,ling-3.0-flash,grok-4.3,mixto,-0.11445783132530117,8
control,ling-3.0-flash,gpt-5.6-luna,mixto,-0.37126414119311024,8
control,ling-3.0-flash,nemotron-3.5-lightning,mixto,0.11818181818181815,7
control,ling-3.0-flash,nova-2-lite,mixto,-0.21622499104693413,7
control,glm-5.2,minimax-m3,CN–CN,-0.011976262619132564,8
control,glm-5.2,qwen3.8-27b,CN–CN,0.6107893935757619,8
control,glm-5.2,sonnet-5,mixto,-0.5301204819277108,8
control,glm-5.2,gpt-5.6-sol,mixto,-0.34939759036144574,8
control,glm-5.2,haiku-4.5,mixto,-0.10778636357219332,8
control,glm-5.2,gemma-4-31b,mixto,0.3493975903614457,8
control,glm-5.2,inkling,mixto,0.47590361445783125,8
control,glm-5.2,gemini-3.1-flash-lite,mixto,-0.11586227443356201,8
control,glm-5.2,gpt-5.6-terra,mixto,-0.1796439392869888,8
control,glm-5.2,nemotron-3-ultra,mixto,-0.22891566265060237,8
control,glm-5.2,grok-4.3,mixto,0.32530120481927705,8
control,glm-5.2,gpt-5.6-luna,mixto,0.09581010095306067,8
control,glm-5.2,nemotron-3.5-lightning,mixto,0.03636363636363637,7
control,glm-5.2,nova-2-lite,mixto,0.37839373433213475,7
control,minimax-m3,qwen3.8-27b,CN–CN,-0.09523809523809526,8
control,minimax-m3,sonnet-5,mixto,-0.46707424214617094,8
control,minimax-m3,gpt-5.6-sol,mixto,-0.35928787857397765,8
control,minimax-m3,haiku-4.5,mixto,0.5476190476190476,8
control,minimax-m3,gemma-4-31b,mixto,-0.49102676738443607,8
control,minimax-m3,inkling,mixto,-0.023952525238265167,8
control,minimax-m3,gemini-3.1-flash-lite,mixto,0.2909571869813231,8
control,minimax-m3,gpt-5.6-terra,mixto,-0.11904761904761901,8
control,minimax-m3,nemotron-3-ultra,mixto,-0.2754540402400495,8
control,minimax-m3,grok-4.3,mixto,-0.01197626261913259,8
control,minimax-m3,gpt-5.6-luna,mixto,-0.5238095238095236,8
control,minimax-m3,nemotron-3.5-lightning,mixto,0.05405624776173347,7
control,minimax-m3,nova-2-lite,mixto,-0.7142857142857143,7
control,qwen3.8-27b,sonnet-5,mixto,-0.3712641411931102,8
control,qwen3.8-27b,gpt-5.6-sol,mixto,-0.3952166664313754,8
control,qwen3.8-27b,haiku-4.5,mixto,0.3095238095238095,8
control,qwen3.8-27b,gemma-4-31b,mixto,-0.3113828280974473,8
control,qwen3.8-27b,inkling,mixto,-0.023952525238265167,8
control,qwen3.8-27b,gemini-3.1-flash-lite,mixto,-0.4121893482235412,8
control,qwen3.8-27b,gpt-5.6-terra,mixto,-0.5952380952380951,8
control,qwen3.8-27b,nemotron-3-ultra,mixto,-0.4910267673844361,8
control,qwen3.8-27b,grok-4.3,mixto,0.0838338383339281,8
control,qwen3.8-27b,gpt-5.6-luna,mixto,-0.33333333333333326,8
control,qwen3.8-27b,nemotron-3.5-lightning,mixto,-0.4865062298556018,7
control,qwen3.8-27b,nova-2-lite,mixto,0.5,7
control,sonnet-5,gpt-5.6-sol,US–US,0.31927710843373486,8
control,sonnet-5,haiku-4.5,US–US,-0.25150151500178436,8
control,sonnet-5,gemma-4-31b,US–US,-0.04819277108433735,8
control,sonnet-5,inkling,US–US,-0.10843373493975901,8
control,sonnet-5,gemini-3.1-flash-lite,US–US,-0.3049007221935843,8
control,sonnet-5,gpt-5.6-terra,US–US,0.4431217169079057,8
control,sonnet-5,nemotron-3-ultra,US–US,0.32530120481927705,8
control,sonnet-5,grok-4.3,US–US,-0.18072289156626506,8
control,sonnet-5,gpt-5.6-luna,US–US,0.550908080480099,8
control,sonnet-5,nemotron-3.5-lightning,US–US,-0.1636363636363635,7
control,sonnet-5,nova-2-lite,US–US,-0.3603749850782236,7
control,gpt-5.6-sol,haiku-4.5,US–US,-0.10778636357219325,8
control,gpt-5.6-sol,gemma-4-31b,US–US,0.23493975903614456,8
control,gpt-5.6-sol,inkling,US–US,-0.09638554216867469,8
control,gpt-5.6-sol,gemini-3.1-flash-lite,US–US,-0.524429242172965,8
control,gpt-5.6-sol,gpt-5.6-terra,US–US,0.5030030300035687,8
control,gpt-5.6-sol,nemotron-3-ultra,US–US,0.6325301204819276,8
control,gpt-5.6-sol,grok-4.3,US–US,0.5963855421686746,8
control,gpt-5.6-sol,gpt-5.6-luna,US–US,-0.023952525238265184,8
control,gpt-5.6-sol,nemotron-3.5-lightning,US–US,0.7545454545454545,7
control,gpt-5.6-sol,nova-2-lite,US–US,0.1801874925391118,7
control,haiku-4.5,gemma-4-31b,US–US,-0.5748606057183642,8
control,haiku-4.5,inkling,US–US,-0.32335909071657987,8
control,haiku-4.5,gemini-3.1-flash-lite,US–US,-0.15760180961488338,8
control,haiku-4.5,gpt-5.6-terra,US–US,-0.1428571428571428,8
control,haiku-4.5,nemotron-3-ultra,US–US,-0.6826469692905575,8
control,haiku-4.5,grok-4.3,US–US,-0.15569141404872366,8
control,haiku-4.5,gpt-5.6-luna,US–US,-0.8095238095238093,8
control,haiku-4.5,nemotron-3.5-lightning,US–US,0.1982062417930229,7
control,haiku-4.5,nova-2-lite,US–US,-0.46428571428571425,7
control,gemma-4-31b,inkling,US–US,0.38554216867469876,8
control,gemma-4-31b,gemini-3.1-flash-lite,US–US,0.2805086644180975,8
control,gemma-4-31b,gpt-5.6-terra,US–US,0.39521666643137543,8
control,gemma-4-31b,nemotron-3-ultra,US–US,0.2228915662650602,8
control,gemma-4-31b,grok-4.3,US–US,0.10843373493975902,8
control,gemma-4-31b,gpt-5.6-luna,US–US,0.5389318178609664,8
control,gemma-4-31b,nemotron-3.5-lightning,US–US,0.5405624776173354,7
control,gemma-4-31b,nova-2-lite,US–US,0.39285714285714285,7
control,inkling,gemini-3.1-flash-lite,US–US,-1.7704372648208495e-17,8
control,inkling,gpt-5.6-terra,US–US,0.5868368683374967,8
control,inkling,nemotron-3-ultra,US–US,0.018072289156626495,8
control,inkling,grok-4.3,US–US,0.04819277108433735,8
control,inkling,gpt-5.6-luna,US–US,0.5389318178609664,8
control,inkling,nemotron-3.5-lightning,US–US,0.07272727272727271,7
control,inkling,nova-2-lite,US–US,0.34235623582431246,7
control,gemini-3.1-flash-lite,gpt-5.6-terra,US–US,-0.13335537736643974,8
control,gemini-3.1-flash-lite,nemotron-3-ultra,US–US,-0.2500185921987391,8
control,gemini-3.1-flash-lite,grok-4.3,US–US,-0.6098014443871685,8
control,gemini-3.1-flash-lite,gpt-5.6-luna,US–US,0.10910894511799617,8
control,gemini-3.1-flash-lite,nemotron-3.5-lightning,US–US,-0.11009637651263605,7
control,gemini-3.1-flash-lite,nova-2-lite,US–US,-0.054554472558998056,7
control,gpt-5.6-terra,nemotron-3-ultra,US–US,0.2515015150017843,8
control,gpt-5.6-terra,grok-4.3,US–US,0.05988131309566293,8
control,gpt-5.6-terra,gpt-5.6-luna,US–US,0.47619047619047605,8
control,gpt-5.6-terra,nemotron-3.5-lightning,US–US,0.5585812268712466,7
control,gpt-5.6-terra,nova-2-lite,US–US,-0.14285714285714288,7
control,nemotron-3-ultra,grok-4.3,US–US,0.6265060240963856,8
control,nemotron-3-ultra,gpt-5.6-luna,US–US,0.3832404038122428,8
control,nemotron-3-ultra,nemotron-3.5-lightning,US–US,0.2545454545454545,7
control,nemotron-3-ultra,nova-2-lite,US–US,0.05405624776173344,7
control,grok-4.3,gpt-5.6-luna,US–US,-0.14371515142959104,8
control,grok-4.3,nemotron-3.5-lightning,US–US,0.5636363636363636,7
control,grok-4.3,nova-2-lite,US–US,0.07207499701564467,7
control,gpt-5.6-luna,nemotron-3.5-lightning,US–US,-0.2342437403008452,7
control,gpt-5.6-luna,nova-2-lite,US–US,0.21428571428571427,7
control,nemotron-3.5-lightning,nova-2-lite,US–US,-0.14414999403128942,7
