ref_area,indicator,counterpart,year,value
LV,TXG_FOB_USD,W00,2021,20787.410253
LV,TXG_FOB_USD,W00,2022,24035.169686
LV,TXG_FOB_USD,W00,2023,22521.81688
LV,TXG_FOB_USD,W00,2024,20559.169773
LY,TMG_CIF_USD,CN,2015,1995.627564
LY,TMG_CIF_USD,CN,2016,1184.595435
LY,TMG_CIF_USD,CN,2017,1027.967554
LY,TMG_CIF_USD,CN,2018,1433.029027
LY,TMG_CIF_USD,CN,2019,2451.593
LY,TMG_CIF_USD,CN,2020,1880.41
LY,TMG_CIF_USD,CN,2021,2129.032
LY,TMG_CIF_USD,CN,2022,2373.286
LY,TMG_CIF_USD,CN,2023,3917.397
LY,TMG_CIF_USD,CN,2024,3830.678483
LY,TMG_CIF_USD,US,2015,301.816476
LY,TMG_CIF_USD,US,2016,190.917816
LY,TMG_CIF_USD,US,2017,134.952679
LY,TMG_CIF_USD,US,2018,243.776017
LY,TMG_CIF_USD,US,2019,412.01
LY,TMG_CIF_USD,US,2020,289.956
LY,TMG_CIF_USD,US,2021,295.867
LY,TMG_CIF_USD,US,2022,290.963
LY,TMG_CIF_USD,US,2023,446.261
LY,TMG_CIF_USD,US,2024,621.986237
LY,TMG_CIF_USD,W00,2015,13158.954254
LY,TMG_CIF_USD,W00,2016,10657.745824
LY,TMG_CIF_USD,W00,2017,9405.863479
LY,TMG_CIF_USD,W00,2018,13740.999712
LY,TMG_CIF_USD,W00,2019,15104.683974
LY,TMG_CIF_USD,W00,2020,11099.317931
LY,TMG_CIF_USD,W00,2021,14956.275007
LY,TMG_CIF_USD,W00,2022,16127.29702
LY,TMG_CIF_USD,W00,2023,18195.176003
LY,TMG_CIF_USD,W00,2024,17891.627248
LY,TXG_FOB_USD,CN,2015,2523.295258
LY,TXG_FOB_USD,CN,2016,1693.899329
LY,TXG_FOB_USD,CN,2017,1693.899329
LY,TXG_FOB_USD,CN,2018,4981.272457
LY,TXG_FOB_USD,CN,2019,4816.498
LY,TXG_FOB_USD,CN,2020,827.055
LY,TXG_FOB_USD,CN,2021,3271.547
LY,TXG_FOB_USD,CN,2022,2933.437
LY,TXG_FOB_USD,CN,2023,1118.4
LY,TXG_FOB_USD,CN,2024,556.766132
LY,TXG_FOB_USD,US,2015,1060.8975
LY,TXG_FOB_USD,US,2016,744.724583
LY,TXG_FOB_USD,US,2017,744.724583
LY,TXG_FOB_USD,US,2018,952.818131
LY,TXG_FOB_USD,US,2019,1572.466
LY,TXG_FOB_USD,US,2020,224.785
LY,TXG_FOB_USD,US,2021,2220.062
LY,TXG_FOB_USD,US,2022,2245.818
LY,TXG_FOB_USD,US,2023,1568.686
LY,TXG_FOB_USD,US,2024,1461.775763
LY,TXG_FOB_USD,W00,2015,23317.589503
LY,TXG_FOB_USD,W00,2016,20880.455616
LY,TXG_FOB_USD,W00,2017,20880.755938
LY,TXG_FOB_USD,W00,2018,30994.469654
LY,TXG_FOB_USD,W00,2019,29250.238656
LY,TXG_FOB_USD,W00,2020,8443.452121
LY,TXG_FOB_USD,W00,2021,30971.542641
LY,TXG_FOB_USD,W00,2022,39195.533834
LY,TXG_FOB_USD,W00,2023,33079.536882
LY,TXG_FOB_USD,W00,2024,30218.481986
MA,TMG_CIF_USD,CN,2015,3131.727719
MA,TMG_CIF_USD,CN,2016,3802.745799
MA,TMG_CIF_USD,CN,2017,4087.234977
MA,TMG_CIF_USD,CN,2018,5002.310349
MA,TMG_CIF_USD,CN,2019,5179.100204
MA,TMG_CIF_USD,CN,2020,5441.698063
MA,TMG_CIF_USD,CN,2021,6869.527511
MA,TMG_CIF_USD,CN,2022,7291.372618
MA,TMG_CIF_USD,CN,2023,7507.358349
MA,TMG_CIF_USD,CN,2024,7708.786725
MA,TMG_CIF_USD,US,2015,2404.364563
MA,TMG_CIF_USD,US,2016,2652.962649
MA,TMG_CIF_USD,US,2017,3094.856772
MA,TMG_CIF_USD,US,2018,4065.114361
MA,TMG_CIF_USD,US,2019,3775.646432
MA,TMG_CIF_USD,US,2020,2798.712965
MA,TMG_CIF_USD,US,2021,3742.253098
MA,TMG_CIF_USD,US,2022,5394.737519
MA,TMG_CIF_USD,US,2023,5961.303496
MA,TMG_CIF_USD,US,2024,6082.02141
MA,TMG_CIF_USD,W00,2015,37030.049077
MA,TMG_CIF_USD,W00,2016,41686.266516
MA,TMG_CIF_USD,W00,2017,44567.3303
MA,TMG_CIF_USD,W00,2018,50733.294759
MA,TMG_CIF_USD,W00,2019,51046.57269
MA,TMG_CIF_USD,W00,2020,44666.072947
MA,TMG_CIF_USD,W00,2021,58632.189863
MA,TMG_CIF_USD,W00,2022,72645.189182
MA,TMG_CIF_USD,W00,2023,70638.523201
MA,TMG_CIF_USD,W00,2024,76351.729435
MA,TXG_FOB_USD,CN,2015,225.909152
MA,TXG_FOB_USD,CN,2016,228.194228
MA,TXG_FOB_USD,CN,2017,305.602069
MA,TXG_FOB_USD,CN,2018,255.560255
MA,TXG_FOB_USD,CN,2019,283.421029
MA,TXG_FOB_USD,CN,2020,263.423336
MA,TXG_FOB_USD,CN,2021,362.206551
MA,TXG_FOB_USD,CN,2022,340.413746
MA,TXG_FOB_USD,CN,2023,350.06949
MA,TXG_FOB_USD,CN,2024,289.221572
MA,TXG_FOB_USD,US,2015,915.814767
MA,TXG_FOB_USD,US,2016,794.958072
MA,TXG_FOB_USD,US,2017,1020.124239
MA,TXG_FOB_USD,US,2018,1509.710278
MA,TXG_FOB_USD,US,2019,1164.030989
MA,TXG_FOB_USD,US,2020,979.652975
MA,TXG_FOB_USD,US,2021,1100.907346
MA,TXG_FOB_USD,US,2022,1402.901912
MA,TXG_FOB_USD,US,2023,1252.511109
MA,TXG_FOB_USD,US,2024,1563.5045
MA,TXG_FOB_USD,W00,2015,21140.045523
MA,TXG_FOB_USD,W00,2016,22825.542608
MA,TXG_FOB_USD,W00,2017,24585.299079
MA,TXG_FOB_USD,W00,2018,27642.72905
MA,TXG_FOB_USD,W00,2019,29579.707004
MA,TXG_FOB_USD,W00,2020,27838.975265
MA,TXG_FOB_USD,W00,2021,36530.850612
MA,TXG_FOB_USD,W00,2022,41999.045131
MA,TXG_FOB_USD,W00,2023,42429.330063
MA,TXG_FOB_USD,W00,2024,45275.833506
MD,TMG_CIF_USD,CN,2015,366.426129
MD,TMG_CIF_USD,CN,2016,393.689123
MD,TMG_CIF_USD,CN,2017,505.377733
MD,TMG_CIF_USD,CN,2018,600.387355
MD,TMG_CIF_USD,CN,2019,602.294781
MD,TMG_CIF_USD,CN,2020,645.966986
MD,TMG_CIF_USD,CN,2021,836.60944
MD,TMG_CIF_USD,CN,2022,947.164506
MD,TMG_CIF_USD,CN,2023,1017.546301
MD,TMG_CIF_USD,CN,2024,1248.674026
MD,TMG_CIF_USD,US,2015,50.793467
MD,TMG_CIF_USD,US,2016,53.292698
MD,TMG_CIF_USD,US,2017,70.223413
MD,TMG_CIF_USD,US,2018,76.258569
MD,TMG_CIF_USD,US,2019,49.129793
MD,TMG_CIF_USD,US,2020,68.452341
MD,TMG_CIF_USD,US,2021,107.415813
MD,TMG_CIF_USD,US,2022,134.470252
MD,TMG_CIF_USD,US,2023,122.910721
MD,TMG_CIF_USD,US,2024,135.26557
MD,TMG_CIF_USD,W00,2015,4037.899229
MD,TMG_CIF_USD,W00,2016,4067.132362
MD,TMG_CIF_USD,W00,2017,4904.117137
MD,TMG_CIF_USD,W00,2018,5763.741727
MD,TMG_CIF_USD,W00,2019,5845.975246
MD,TMG_CIF_USD,W00,2020,5409.572081
MD,TMG_CIF_USD,W00,2021,7175.313106
MD,TMG_CIF_USD,W00,2022,9218.981583
MD,TMG_CIF_USD,W00,2023,8673.671693
MD,TMG_CIF_USD,W00,2024,9200.346148
MD,TXG_FOB_USD,CN,2015,8.551181
MD,TXG_FOB_USD,CN,2016,14.513049
MD,TXG_FOB_USD,CN,2017,19.000264
MD,TXG_FOB_USD,CN,2018,18.818808
MD,TXG_FOB_USD,CN,2019,17.421882
MD,TXG_FOB_USD,CN,2020,12.488361
MD,TXG_FOB_USD,CN,2021,12.443804
MD,TXG_FOB_USD,CN,2022,9.77333
MD,TXG_FOB_USD,CN,2023,7.879624
MD,TXG_FOB_USD,CN,2024,8.463297
MD,TXG_FOB_USD,US,2015,22.030998
MD,TXG_FOB_USD,US,2016,17.016379
MD,TXG_FOB_USD,US,2017,18.82909
MD,TXG_FOB_USD,US,2018,24.98683
MD,TXG_FOB_USD,US,2019,24.335815
MD,TXG_FOB_USD,US,2020,25.683057
MD,TXG_FOB_USD,US,2021,31.742217
MD,TXG_FOB_USD,US,2022,51.492924
MD,TXG_FOB_USD,US,2023,61.636225
MD,TXG_FOB_USD,US,2024,90.225546
MD,TXG_FOB_USD,W00,2015,1998.57608
MD,TXG_FOB_USD,W00,2016,2066.631759
MD,TXG_FOB_USD,W00,2017,2446.270592
MD,TXG_FOB_USD,W00,2018,2710.622777
MD,TXG_FOB_USD,W00,2019,2779.255974
MD,TXG_FOB_USD,W00,2020,2484.791709
MD,TXG_FOB_USD,W00,2021,3142.979849
MD,TXG_FOB_USD,W00,2022,4332.145453
MD,TXG_FOB_USD,W00,2023,4048.616803
MD,TXG_FOB_USD,W00,2024,3645.018675
ME,TMG_CIF_USD,CN,2015,210.07775
ME,TMG_CIF_USD,CN,2016,204.840421
ME,TMG_CIF_USD,CN,2017,251.469772
ME,TMG_CIF_USD,CN,2018,303.940124
ME,TMG_CIF_USD,CN,2019,247.987742
ME,TMG_CIF_USD,CN,2020,249.384314
ME,TMG_CIF_USD,CN,2021,289.705622
ME,TMG_CIF_USD,CN,2022,346.055032
ME,TMG_CIF_USD,CN,2023,458.583648
ME,TMG_CIF_USD,CN,2024,520.00811
ME,TMG_CIF_USD,US,2015,19.582511
ME,TMG_CIF_USD,US,2016,27.717224
ME,TMG_CIF_USD,US,2017,20.305157
ME,TMG_CIF_USD,US,2018,56.246878
ME,TMG_CIF_USD,US,2019,29.748207
ME,TMG_CIF_USD,US,2020,38.864244
ME,TMG_CIF_USD,US,2021,36.553988
ME,TMG_CIF_USD,US,2022,40.947984
ME,TMG_CIF_USD,US,2023,41.690445
ME,TMG_CIF_USD,US,2024,54.715513
ME,TMG_CIF_USD,W00,2015,2039.258972
ME,TMG_CIF_USD,W00,2016,2282.658937
ME,TMG_CIF_USD,W00,2017,2606.310683
ME,TMG_CIF_USD,W00,2018,3007.294075
ME,TMG_CIF_USD,W00,2019,2908.788343
ME,TMG_CIF_USD,W00,2020,2372.929151
ME,TMG_CIF_USD,W00,2021,2979.448484
ME,TMG_CIF_USD,W00,2022,3703.684488
ME,TMG_CIF_USD,W00,2023,4090.377484
ME,TMG_CIF_USD,W00,2024,4451.69073
ME,TXG_FOB_USD,CN,2015,8.801094
ME,TXG_FOB_USD,CN,2016,21.14644
ME,TXG_FOB_USD,CN,2017,7.300321
ME,TXG_FOB_USD,CN,2018,16.736771
ME,TXG_FOB_USD,CN,2019,19.399714
ME,TXG_FOB_USD,CN,2020,25.223271
ME,TXG_FOB_USD,CN,2021,6.722293
ME,TXG_FOB_USD,CN,2022,14.162602
ME,TXG_FOB_USD,CN,2023,2.696492
ME,TXG_FOB_USD,CN,2024,23.351727
ME,TXG_FOB_USD,US,2015,1.416905
ME,TXG_FOB_USD,US,2016,1.281466
ME,TXG_FOB_USD,US,2017,2.064697
ME,TXG_FOB_USD,US,2018,0.901892
ME,TXG_FOB_USD,US,2019,2.06049
ME,TXG_FOB_USD,US,2020,2.501145
ME,TXG_FOB_USD,US,2021,3.456231
ME,TXG_FOB_USD,US,2022,3.761663
ME,TXG_FOB_USD,US,2023,10.600986
ME,TXG_FOB_USD,US,2024,5.463585
ME,TXG_FOB_USD,W00,2015,351.763674
ME,TXG_FOB_USD,W00,2016,360.533091
ME,TXG_FOB_USD,W00,2017,419.286381
ME,TXG_FOB_USD,W00,2018,467.806604
ME,TXG_FOB_USD,W00,2019,462.953921
ME,TXG_FOB_USD,W00,2020,413.622614
ME,TXG_FOB_USD,W00,2021,509.238037
ME,TXG_FOB_USD,W00,2022,742.312922
ME,TXG_FOB_USD,W00,2023,700.752817
ME,TXG_FOB_USD,W00,2024,665.666043
MG,TMG_CIF_USD,CN,2015,532.45752
MG,TMG_CIF_USD,CN,2016,631.960591
MG,TMG_CIF_USD,CN,2017,758.704883
MG,TMG_CIF_USD,CN,2018,822.71361
MG,TMG_CIF_USD,CN,2019,781.734055
MG,TMG_CIF_USD,CN,2020,813.31994
MG,TMG_CIF_USD,CN,2021,998.020665
MG,TMG_CIF_USD,CN,2022,1189.255021
MG,TMG_CIF_USD,CN,2023,960.516929
MG,TMG_CIF_USD,CN,2024,1188.620869
MG,TMG_CIF_USD,US,2015,125.640579
MG,TMG_CIF_USD,US,2016,104.398014
MG,TMG_CIF_USD,US,2017,103.211621
MG,TMG_CIF_USD,US,2018,105.143455
MG,TMG_CIF_USD,US,2019,63.861313
MG,TMG_CIF_USD,US,2020,76.077813
MG,TMG_CIF_USD,US,2021,104.946575
MG,TMG_CIF_USD,US,2022,145.173691
MG,TMG_CIF_USD,US,2023,158.204685
MG,TMG_CIF_USD,US,2024,92.250796
MG,TMG_CIF_USD,W00,2015,3045.596257
MG,TMG_CIF_USD,W00,2016,3071.181691
MG,TMG_CIF_USD,W00,2017,3795.08583
MG,TMG_CIF_USD,W00,2018,3904.62294
MG,TMG_CIF_USD,W00,2019,3738.017399
MG,TMG_CIF_USD,W00,2020,3207.91423
MG,TMG_CIF_USD,W00,2021,4368.524896
MG,TMG_CIF_USD,W00,2022,5512.255059
MG,TMG_CIF_USD,W00,2023,4793.317422
MG,TMG_CIF_USD,W00,2024,4819.529657
MG,TXG_FOB_USD,CN,2015,140.884783
MG,TXG_FOB_USD,CN,2016,144.326562
MG,TXG_FOB_USD,CN,2017,181.921479
MG,TXG_FOB_USD,CN,2018,168.117729
MG,TXG_FOB_USD,CN,2019,164.807146
MG,TXG_FOB_USD,CN,2020,116.486921
MG,TXG_FOB_USD,CN,2021,364.598128
MG,TXG_FOB_USD,CN,2022,500.9762
MG,TXG_FOB_USD,CN,2023,267.501914
MG,TXG_FOB_USD,CN,2024,261.25032
MG,TXG_FOB_USD,US,2015,231.096972
MG,TXG_FOB_USD,US,2016,292.708247
MG,TXG_FOB_USD,US,2017,540.197333
MG,TXG_FOB_USD,US,2018,507.713075
MG,TXG_FOB_USD,US,2019,496.592863
MG,TXG_FOB_USD,US,2020,439.301291
MG,TXG_FOB_USD,US,2021,505.95555
MG,TXG_FOB_USD,US,2022,588.445963
MG,TXG_FOB_USD,US,2023,416.444651
MG,TXG_FOB_USD,US,2024,353.287124
MG,TXG_FOB_USD,W00,2015,2292.359831
MG,TXG_FOB_USD,W00,2016,2499.208183
MG,TXG_FOB_USD,W00,2017,3409.172165
MG,TXG_FOB_USD,W00,2018,2972.100048
MG,TXG_FOB_USD,W00,2019,2555.649713
MG,TXG_FOB_USD,W00,2020,1948.720566
MG,TXG_FOB_USD,W00,2021,2707.433581
MG,TXG_FOB_USD,W00,2022,3546.314854
MG,TXG_FOB_USD,W00,2023,3095.067946
MG,TXG_FOB_USD,W00,2024,2495.670387
MH,TMG_CIF_USD,CN,2016,1081.22226
MH,TMG_CIF_USD,CN,2017,3269.647205
MH,TMG_CIF_USD,CN,2018,2295.713305
MH,TMG_CIF_USD,CN,2019,2527.798229
MH,TMG_CIF_USD,CN,2020,3567.090628
MH,TMG_CIF_USD,CN,2021,3369.186373
MH,TMG_CIF_USD,CN,2022,3671.337717
MH,TMG_CIF_USD,CN,2023,3709.481678
MH,TMG_CIF_USD,CN,2024,5609.64862
MH,TMG_CIF_USD,US,2016,44.7638
MH,TMG_CIF_USD,US,2017,590.633056
MH,TMG_CIF_USD,US,2018,306.993346
MH,TMG_CIF_USD,US,2019,111.482792
MH,TMG_CIF_USD,US,2020,126.955692
MH,TMG_CIF_USD,US,2021,247.182204
MH,TMG_CIF_USD,US,2022,282.547868
MH,TMG_CIF_USD,US,2023,61.547553
MH,TMG_CIF_USD,US,2024,135.071823
MH,TMG_CIF_USD,W00,2015,1741.352496
MH,TMG_CIF_USD,W00,2016,4665.440387
MH,TMG_CIF_USD,W00,2017,15046.066582
MH,TMG_CIF_USD,W00,2018,13709.038027
MH,TMG_CIF_USD,W00,2019,12334.313572
MH,TMG_CIF_USD,W00,2020,13570.1717
MH,TMG_CIF_USD,W00,2021,14884.151297
MH,TMG_CIF_USD,W00,2022,17683.673449
MH,TMG_CIF_USD,W00,2023,19523.88804
MH,TMG_CIF_USD,W00,2024,18599.97054
MH,TXG_FOB_USD,CN,2016,3.582076
MH,TXG_FOB_USD,CN,2017,17.235839
MH,TXG_FOB_USD,CN,2018,32.013142
MH,TXG_FOB_USD,CN,2019,42.517887
MH,TXG_FOB_USD,CN,2020,7.738803
MH,TXG_FOB_USD,CN,2021,2.593897
MH,TXG_FOB_USD,CN,2022,0.180424
MH,TXG_FOB_USD,CN,2023,0.978219
MH,TXG_FOB_USD,CN,2024,7.482426
MH,TXG_FOB_USD,US,2016,4.39697
MH,TXG_FOB_USD,US,2017,33.367938
MH,TXG_FOB_USD,US,2018,19.796553
MH,TXG_FOB_USD,US,2019,9.92788
MH,TXG_FOB_USD,US,2020,26.250468
MH,TXG_FOB_USD,US,2021,14.48485
MH,TXG_FOB_USD,US,2022,16.061223
MH,TXG_FOB_USD,US,2023,15.868164
MH,TXG_FOB_USD,US,2024,19.291474
MH,TXG_FOB_USD,W00,2015,467.892185
MH,TXG_FOB_USD,W00,2016,208.000193
MH,TXG_FOB_USD,W00,2017,601.006267
MH,TXG_FOB_USD,W00,2018,683.032361
MH,TXG_FOB_USD,W00,2019,932.445872
MH,TXG_FOB_USD,W00,2020,713.809604
MH,TXG_FOB_USD,W00,2021,1533.459999
MH,TXG_FOB_USD,W00,2022,1319.666599
MH,TXG_FOB_USD,W00,2023,953.164568
MH,TXG_FOB_USD,W00,2024,1291.159291
MK,TMG_CIF_USD,CN,2015,393.830152
MK,TMG_CIF_USD,CN,2016,433.307976
MK,TMG_CIF_USD,CN,2017,445.832825
MK,TMG_CIF_USD,CN,2018,523.463509
MK,TMG_CIF_USD,CN,2019,545.265737
MK,TMG_CIF_USD,CN,2020,599.648805
MK,TMG_CIF_USD,CN,2021,760.289708
MK,TMG_CIF_USD,CN,2022,994.437781
MK,TMG_CIF_USD,CN,2023,1070.759688
MK,TMG_CIF_USD,CN,2024,1199.394013
MK,TMG_CIF_USD,US,2015,101.838693
MK,TMG_CIF_USD,US,2016,150.858327
MK,TMG_CIF_USD,US,2017,176.638527
MK,TMG_CIF_USD,US,2018,244.781553
MK,TMG_CIF_USD,US,2019,309.250794
MK,TMG_CIF_USD,US,2020,236.372203
MK,TMG_CIF_USD,US,2021,223.864232
MK,TMG_CIF_USD,US,2022,183.840599
MK,TMG_CIF_USD,US,2023,264.149542
MK,TMG_CIF_USD,US,2024,197.428774
MK,TMG_CIF_USD,W00,2015,6426.812394
MK,TMG_CIF_USD,W00,2016,6834.023576
MK,TMG_CIF_USD,W00,2017,7730.850253
MK,TMG_CIF_USD,W00,2018,9057.263862
MK,TMG_CIF_USD,W00,2019,9445.774454
MK,TMG_CIF_USD,W00,2020,8715.10941
MK,TMG_CIF_USD,W00,2021,11400.882524
MK,TMG_CIF_USD,W00,2022,12756.764552
MK,TMG_CIF_USD,W00,2023,12005.616509
MK,TMG_CIF_USD,W00,2024,12026.699808
MK,TXG_FOB_USD,CN,2015,146.436077
MK,TXG_FOB_USD,CN,2016,47.810227
MK,TXG_FOB_USD,CN,2017,62.256658
MK,TXG_FOB_USD,CN,2018,65.260787
MK,TXG_FOB_USD,CN,2019,166.157868
MK,TXG_FOB_USD,CN,2020,163.685154
MK,TXG_FOB_USD,CN,2021,183.438732
MK,TXG_FOB_USD,CN,2022,57.951958
MK,TXG_FOB_USD,CN,2023,112.350688
MK,TXG_FOB_USD,CN,2024,56.717796
MK,TXG_FOB_USD,US,2015,40.677488
MK,TXG_FOB_USD,US,2016,51.058412
MK,TXG_FOB_USD,US,2017,55.548454
MK,TXG_FOB_USD,US,2018,67.377764
MK,TXG_FOB_USD,US,2019,50.506778
MK,TXG_FOB_USD,US,2020,49.743169
MK,TXG_FOB_USD,US,2021,82.179186
MK,TXG_FOB_USD,US,2022,85.904745
MK,TXG_FOB_USD,US,2023,53.629729
MK,TXG_FOB_USD,US,2024,118.261525
MK,TXG_FOB_USD,W00,2015,4530.076666
MK,TXG_FOB_USD,W00,2016,4854.746042
MK,TXG_FOB_USD,W00,2017,5683.890405
MK,TXG_FOB_USD,W00,2018,6921.53607
MK,TXG_FOB_USD,W00,2019,7198.3018
MK,TXG_FOB_USD,W00,2020,6636.82406
MK,TXG_FOB_USD,W00,2021,8244.915917
MK,TXG_FOB_USD,W00,2022,8729.356237
MK,TXG_FOB_USD,W00,2023,8997.12307
MK,TXG_FOB_USD,W00,2024,8422.900062
ML,TMG_CIF_USD,CN,2015,455.846215
ML,TMG_CIF_USD,CN,2016,600.556778
ML,TMG_CIF_USD,CN,2017,660.057779
ML,TMG_CIF_USD,CN,2018,652.415153
ML,TMG_CIF_USD,CN,2019,795.90542
ML,TMG_CIF_USD,CN,2020,947.755634
ML,TMG_CIF_USD,CN,2021,1111.099522
ML,TMG_CIF_USD,CN,2022,1091.919977
ML,TMG_CIF_USD,CN,2023,1516.490187
ML,TMG_CIF_USD,CN,2024,1892.75263
ML,TMG_CIF_USD,US,2015,110.473718
ML,TMG_CIF_USD,US,2016,101.210485
ML,TMG_CIF_USD,US,2017,144.582886
ML,TMG_CIF_USD,US,2018,143.460046
ML,TMG_CIF_USD,US,2019,142.26214
ML,TMG_CIF_USD,US,2020,206.470904
ML,TMG_CIF_USD,US,2021,206.456392
ML,TMG_CIF_USD,US,2022,183.822753
ML,TMG_CIF_USD,US,2023,208.48741
ML,TMG_CIF_USD,US,2024,106.332182
ML,TMG_CIF_USD,W00,2015,3288.401086
ML,TMG_CIF_USD,W00,2016,3897.325697
ML,TMG_CIF_USD,W00,2017,4481.271345
ML,TMG_CIF_USD,W00,2018,4762.881807
ML,TMG_CIF_USD,W00,2019,5190.918481
ML,TMG_CIF_USD,W00,2020,6689.802381
ML,TMG_CIF_USD,W00,2021,7864.057848
ML,TMG_CIF_USD,W00,2022,8649.693319
ML,TMG_CIF_USD,W00,2023,10114.684393
ML,TMG_CIF_USD,W00,2024,10288.620774
ML,TXG_FOB_USD,CN,2015,25.997771
ML,TXG_FOB_USD,CN,2016,29.525764
ML,TXG_FOB_USD,CN,2017,18.39523
ML,TXG_FOB_USD,CN,2018,29.67372
ML,TXG_FOB_USD,CN,2019,32.9038
ML,TXG_FOB_USD,CN,2020,37.055967
ML,TXG_FOB_USD,CN,2021,30.37035
ML,TXG_FOB_USD,CN,2022,21.45694
ML,TXG_FOB_USD,CN,2023,19.74167
ML,TXG_FOB_USD,CN,2024,18.484796
ML,TXG_FOB_USD,US,2015,9.761038
ML,TXG_FOB_USD,US,2016,7.996122
ML,TXG_FOB_USD,US,2017,9.88115
ML,TXG_FOB_USD,US,2018,20.410582
ML,TXG_FOB_USD,US,2019,11.117413
ML,TXG_FOB_USD,US,2020,5.378218
ML,TXG_FOB_USD,US,2021,9.063327
ML,TXG_FOB_USD,US,2022,17.174081
ML,TXG_FOB_USD,US,2023,25.364437
ML,TXG_FOB_USD,US,2024,18.270188
ML,TXG_FOB_USD,W00,2015,2030.697918
ML,TXG_FOB_USD,W00,2016,2852.932751
ML,TXG_FOB_USD,W00,2017,1913.194461
ML,TXG_FOB_USD,W00,2018,3654.527709
ML,TXG_FOB_USD,W00,2019,3654.832993
ML,TXG_FOB_USD,W00,2020,4608.575966
ML,TXG_FOB_USD,W00,2021,4603.714515
ML,TXG_FOB_USD,W00,2022,4587.486874
ML,TXG_FOB_USD,W00,2023,4367.373654
ML,TXG_FOB_USD,W00,2024,3656.003065
MM,TMG_CIF_USD,CN,2015,6434.884216
MM,TMG_CIF_USD,CN,2016,5390.836905
MM,TMG_CIF_USD,CN,2017,6115.669999
MM,TMG_CIF_USD,CN,2018,6223.539999
MM,TMG_CIF_USD,CN,2019,6446.870002
MM,TMG_CIF_USD,CN,2020,6527.87
MM,TMG_CIF_USD,CN,2021,4206.221353
MM,TMG_CIF_USD,CN,2022,5586.713334
MM,TMG_CIF_USD,CN,2023,5091.043268
MM,TMG_CIF_USD,CN,2024,4174.484037
MM,TMG_CIF_USD,US,2015,103.122739
MM,TMG_CIF_USD,US,2016,163.75
MM,TMG_CIF_USD,US,2017,694.75
MM,TMG_CIF_USD,US,2018,324.809998
MM,TMG_CIF_USD,US,2019,346.550001
MM,TMG_CIF_USD,US,2020,2.300001
MM,TMG_CIF_USD,US,2021,206.493725
MM,TMG_CIF_USD,US,2022,170.754062
MM,TMG_CIF_USD,US,2023,175.408816
MM,TMG_CIF_USD,US,2024,112.536939
MM,TMG_CIF_USD,W00,2015,17016.388238
MM,TMG_CIF_USD,W00,2016,15745.064327
MM,TMG_CIF_USD,W00,2017,19246.84645
MM,TMG_CIF_USD,W00,2018,19351.027473
MM,TMG_CIF_USD,W00,2019,18596.024171
MM,TMG_CIF_USD,W00,2020,17568.258065
MM,TMG_CIF_USD,W00,2021,14532.854354
MM,TMG_CIF_USD,W00,2022,17573.874609
MM,TMG_CIF_USD,W00,2023,16615.853794
MM,TMG_CIF_USD,W00,2024,12564.578155
MM,TXG_FOB_USD,CN,2015,4511.61
MM,TXG_FOB_USD,CN,2016,4931.669999
MM,TXG_FOB_USD,CN,2017,5397.41
MM,TXG_FOB_USD,CN,2018,5573.35
MM,TXG_FOB_USD,CN,2019,5746.450001
MM,TXG_FOB_USD,CN,2020,5375.500001
MM,TXG_FOB_USD,CN,2021,4479.396311
MM,TXG_FOB_USD,CN,2022,3687.329862
MM,TXG_FOB_USD,CN,2023,3428.022333
MM,TXG_FOB_USD,CN,2024,3456.722381
MM,TXG_FOB_USD,US,2015,61.86
MM,TXG_FOB_USD,US,2016,150.31
MM,TXG_FOB_USD,US,2017,275.9
MM,TXG_FOB_USD,US,2018,490.950002
MM,TXG_FOB_USD,US,2019,835.15
MM,TXG_FOB_USD,US,2020,236.96
MM,TXG_FOB_USD,US,2021,593.081465
MM,TXG_FOB_USD,US,2022,761.16308
MM,TXG_FOB_USD,US,2023,587.580058
MM,TXG_FOB_USD,US,2024,473.11575
MM,TXG_FOB_USD,W00,2015,11431.581422
MM,TXG_FOB_USD,W00,2016,11835.188116
MM,TXG_FOB_USD,W00,2017,13878.328866
MM,TXG_FOB_USD,W00,2018,16698.155343
MM,TXG_FOB_USD,W00,2019,18075.75712
MM,TXG_FOB_USD,W00,2020,16294.094507
MM,TXG_FOB_USD,W00,2021,15737.553367
MM,TXG_FOB_USD,W00,2022,17823.565811
MM,TXG_FOB_USD,W00,2023,15268.656124
MM,TXG_FOB_USD,W00,2024,15381.742381
MN,TMG_CIF_USD,CN,2015,1389.9406
MN,TMG_CIF_USD,CN,2016,1061.134899
MN,TMG_CIF_USD,CN,2017,1412.625401
MN,TMG_CIF_USD,CN,2018,1968.833639
MN,TMG_CIF_USD,CN,2019,2036.805068
MN,TMG_CIF_USD,CN,2020,1892.78765
MN,TMG_CIF_USD,CN,2021,2490.422368
MN,TMG_CIF_USD,CN,2022,3072.2354
MN,TMG_CIF_USD,CN,2023,3773.2777
MN,TMG_CIF_USD,CN,2024,4622.204987
MN,TMG_CIF_USD,US,2015,116.597499
MN,TMG_CIF_USD,US,2016,139.377402
MN,TMG_CIF_USD,US,2017,208.563418
MN,TMG_CIF_USD,US,2018,211.54742
MN,TMG_CIF_USD,US,2019,289.626805
MN,TMG_CIF_USD,US,2020,245.40161
MN,TMG_CIF_USD,US,2021,213.493761
